Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Clase Real,Clase Predecida,Prob Mov00,Prob Mov01,Prob Mov02,Prob Mov03,Prob Mov04
-9.4739,-0.7626,-1.5263,0.0051,-0.0096,0.0368,27.3741,Mov03,Mov03,0.032039,0.034672,0.022037,0.909941,0.00131
-9.4739,-0.7685,-1.5443,-0.0024,-0.0157,0.0288,27.3712,Mov03,Mov03,0.025434,0.034379,0.022997,0.915781,0.001409
-9.4918,-0.7829,-1.5431,-0.0069,-0.0216,0.0242,27.3712,Mov03,Mov03,0.022307,0.033116,0.023132,0.91997,0.001474
-9.4918,-0.7865,-1.5311,-0.0088,-0.0274,0.0208,27.3829,Mov03,Mov03,0.020991,0.031978,0.023264,0.922235,0.001532
-9.4739,-0.7661,-1.5479,-0.0053,-0.032,0.0248,27.3918,Mov03,Mov03,0.02349,0.029171,0.022384,0.923392,0.001562
-9.4391,-0.7626,-1.5419,-0.0003,-0.0322,0.0341,27.3918,Mov03,Mov03,0.029213,0.026681,0.020947,0.921587,0.001573
-9.4236,-0.7542,-1.5311,0.0,-0.025,0.0362,27.3859,Mov03,Mov03,0.03014,0.028457,0.021343,0.918527,0.001533
-9.4128,-0.7554,-1.5407,-0.0008,-0.0157,0.0346,27.3829,Mov03,Mov03,0.028665,0.03257,0.022457,0.91484,0.001469
-9.4272,-0.7638,-1.5155,-0.0019,-0.0077,0.0338,27.3859,Mov03,Mov03,0.02782,0.036091,0.023161,0.911526,0.001402
-9.4224,-0.7614,-1.5143,-0.0043,0.0016,0.0293,27.3859,Mov03,Mov03,0.024871,0.042378,0.02493,0.906477,0.001344
-9.4116,-0.7626,-1.5275,-0.0059,0.0141,0.025,27.38,Mov03,Mov03,0.02231,0.051795,0.027009,0.897626,0.00126
-9.3984,-0.7518,-1.5371,-0.0043,0.0277,0.0264,27.38,Mov03,Mov03,0.022717,0.060399,0.02819,0.887532,0.001162
-9.396,-0.7661,-1.5455,-0.0024,0.041,0.0296,27.3712,Mov03,Mov03,0.023744,0.06896,0.028578,0.87765,0.001068
-9.3901,-0.7889,-1.5562,-0.0003,0.0496,0.0349,27.3712,Mov03,Mov03,0.025854,0.072759,0.027984,0.872387,0.001017
-9.4056,-0.8224,-1.555,0.0005,0.0517,0.0402,27.3741,Mov03,Mov03,0.027909,0.070561,0.026609,0.873918,0.001003
-9.4236,-0.8248,-1.5443,0.0011,0.0456,0.0424,27.3771,Mov03,Mov03,0.02936,0.063801,0.025514,0.880293,0.001032
-9.4355,-0.7949,-1.5371,0.0048,0.0341,0.0496,27.38,Mov03,Mov03,0.035099,0.050988,0.023337,0.889492,0.001085
-9.4607,-0.7709,-1.5347,0.0083,0.024,0.0552,27.3859,Mov03,Mov03,0.040446,0.041988,0.021506,0.894944,0.001116
-9.4727,-0.7566,-1.5479,0.0067,0.0171,0.0538,27.3829,Mov03,Mov03,0.038721,0.038593,0.021251,0.900273,0.001162
-9.4798,-0.7278,-1.561,0.0053,0.016,0.0498,27.38,Mov03,Mov03,0.035713,0.039367,0.022056,0.901698,0.001165
-9.5038,-0.7326,-1.561,0.0024,0.0187,0.0442,27.3741,Mov03,Mov03,0.031313,0.042858,0.023126,0.901562,0.001141
-9.4894,-0.7458,-1.5778,-0.0013,0.0184,0.0381,27.3741,Mov03,Mov03,0.027007,0.045739,0.024261,0.901824,0.001168
-9.4858,-0.7542,-1.5897,-0.0019,0.0168,0.0368,27.3741,Mov03,Mov03,0.026221,0.045672,0.024313,0.902612,0.001182
-9.4727,-0.7697,-1.5778,-0.0019,0.012,0.0378,27.38,Mov03,Mov03,0.027069,0.042932,0.023669,0.905101,0.001229
-9.4523,-0.7614,-1.5862,-0.0035,0.0088,0.0357,27.3829,Mov03,Mov03,0.025766,0.042216,0.024026,0.906716,0.001276
-9.4296,-0.7566,-1.585,-0.0032,0.0115,0.0346,27.3771,Mov03,Mov03,0.025587,0.044505,0.024665,0.903973,0.001269
-9.4236,-0.7494,-1.5886,-0.0016,0.0144,0.037,27.38,Mov03,Mov03,0.026978,0.045044,0.024545,0.902188,0.001245
-9.4355,-0.747,-1.5826,-0.0011,0.016,0.0376,27.38,Mov03,Mov03,0.027351,0.045546,0.024518,0.901364,0.001221
-9.4272,-0.753,-1.5814,-0.004,0.0157,0.0346,27.38,Mov03,Mov03,0.025124,0.046648,0.025117,0.901862,0.001248
-9.4308,-0.7578,-1.5969,-0.0061,0.0152,0.0317,27.3829,Mov03,Mov03,0.023111,0.047582,0.025581,0.902466,0.00126
-9.432,-0.759,-1.6041,-0.0056,0.0147,0.032,27.3829,Mov03,Mov03,0.023323,0.047234,0.02544,0.902745,0.001258
-9.4439,-0.747,-1.6005,-0.0024,0.0149,0.0352,27.3829,Mov03,Mov03,0.025646,0.045896,0.024818,0.902413,0.001226
-9.4655,-0.7398,-1.5826,0.0,0.0181,0.0376,27.3829,Mov03,Mov03,0.027549,0.046456,0.024533,0.900289,0.001173
-9.4655,-0.7602,-1.5945,0.0005,0.0216,0.0378,27.3859,Mov03,Mov03,0.027547,0.048731,0.024566,0.89801,0.001145
-9.4607,-0.7518,-1.5933,0.0013,0.0245,0.0378,27.3859,Mov03,Mov03,0.02784,0.05062,0.024921,0.895496,0.001123
-9.4427,-0.753,-1.5981,0.0016,0.0266,0.0384,27.3859,Mov03,Mov03,0.028107,0.051942,0.025114,0.893716,0.00112
-9.4176,-0.759,-1.6029,0.0013,0.0274,0.0392,27.3888,Mov03,Mov03,0.028331,0.052328,0.025158,0.893046,0.001138
-9.426,-0.7482,-1.6041,0.0,0.0266,0.0394,27.3888,Mov03,Mov03,0.027747,0.050968,0.025107,0.895028,0.00115
-9.4571,-0.7254,-1.5909,-0.0027,0.0237,0.0378,27.3859,Mov03,Mov03,0.026084,0.048704,0.025218,0.898826,0.001168
-9.487,-0.7147,-1.5897,-0.0037,0.0173,0.0389,27.3888,Mov03,Mov03,0.026061,0.043651,0.024356,0.90473,0.001202
-9.511,-0.7254,-1.5909,-0.0061,0.0099,0.0376,27.3888,Mov03,Mov03,0.024712,0.039907,0.023725,0.910403,0.001254
-9.5146,-0.747,-1.5969,-0.0075,0.0027,0.0354,27.3888,Mov03,Mov03,0.023667,0.037548,0.02329,0.914186,0.001309
-9.5181,-0.7685,-1.5886,-0.0083,-0.0056,0.0336,27.3859,Mov03,Mov03,0.023178,0.034869,0.022731,0.917852,0.00137
-9.4966,-0.7877,-1.5886,-0.0075,-0.0147,0.0333,27.3947,Mov03,Mov03,0.023879,0.031871,0.021991,0.920807,0.001451
-9.4607,-0.7841,-1.5874,-0.0069,-0.0211,0.0333,27.3918,Mov03,Mov03,0.024573,0.029838,0.021724,0.922333,0.001532
-9.4056,-0.7757,-1.6089,-0.0045,-0.0208,0.0338,27.3859,Mov03,Mov03,0.025829,0.030504,0.022024,0.920087,0.001556
-9.3769,-0.7673,-1.6089,-0.0024,-0.0131,0.0328,27.3859,Mov03,Mov03,0.026331,0.034605,0.0231,0.914475,0.001489
-9.3889,-0.7614,-1.6041,-0.0035,-0.0003,0.028,27.3918,Mov03,Mov03,0.023822,0.042571,0.025122,0.907116,0.001369
-9.3996,-0.7638,-1.6041,-0.0032,0.0125,0.0264,27.3918,Mov03,Mov03,0.022881,0.050669,0.026499,0.898696,0.001255
-9.4104,-0.7649,-1.6101,-0.0029,0.0245,0.029,27.3888,Mov03,Mov03,0.023152,0.056455,0.026962,0.892263,0.001169
-9.4332,-0.7661,-1.5993,-0.0064,0.0368,0.0301,27.3829,Mov03,Mov03,0.02163,0.062926,0.02778,0.886559,0.001105
-9.4535,-0.7673,-1.5993,-0.0109,0.0466,0.0301,27.3829,Mov03,Mov03,0.019528,0.068663,0.028622,0.88212,0.001066
-9.4691,-0.7685,-1.6065,-0.012,0.048,0.0328,27.3947,Mov03,Mov03,0.019653,0.066784,0.028068,0.88443,0.001065
-9.4703,-0.7685,-1.6257,-0.0096,0.0418,0.0392,27.3918,Mov03,Mov03,0.022289,0.057935,0.026143,0.89253,0.001103
-9.4751,-0.7518,-1.6376,-0.0019,0.0261,0.049,27.3918,Mov03,Mov03,0.029477,0.043637,0.022905,0.902818,0.001164
-9.4595,-0.7709,-1.6448,0.0045,0.0072,0.0573,27.3829,Mov03,Mov03,0.037596,0.032473,0.019835,0.90883,0.001266
-9.42,-0.7793,-1.6316,0.0067,-0.0043,0.0581,27.38,Mov03,Mov03,0.040748,0.028645,0.019005,0.910239,0.001363
-9.4032,-0.7697,-1.6281,0.004,-0.004,0.0522,27.3771,Mov03,Mov03,0.036407,0.030709,0.020175,0.911323,0.001387
-9.3996,-0.7626,-1.6209,-0.0011,0.0104,0.045,27.38,Mov03,Mov03,0.029977,0.039187,0.022733,0.90679,0.001313
-9.3972,-0.7626,-1.6281,-0.0061,0.0328,0.0376,27.38,Mov03,Mov03,0.023957,0.055102,0.026187,0.893574,0.00118
-9.3948,-0.7626,-1.6388,-0.0083,0.0568,0.0328,27.3829,Mov03,Mov03,0.020579,0.076892,0.029417,0.872086,0.001025
-9.4032,-0.7697,-1.64,-0.0083,0.0722,0.0336,27.38,Mov03,Mov03,0.020056,0.091073,0.030506,0.857436,0.000928
-9.4272,-0.7709,-1.6316,-0.0072,0.0767,0.0362,27.38,Mov03,Mov03,0.020939,0.092813,0.030116,0.855242,0.00089
-9.4367,-0.7673,-1.6305,-0.0083,0.0767,0.0381,27.38,Mov03,Mov03,0.021057,0.089884,0.029723,0.858439,0.000898
-9.4463,-0.7566,-1.6424,-0.0091,0.0722,0.04,27.3829,Mov03,Mov03,0.021321,0.082446,0.028983,0.86632,0.00093
-9.4751,-0.7374,-1.6604,-0.0101,0.069,0.0405,27.3829,Mov03,Mov03,0.020871,0.077245,0.028568,0.872376,0.000941
-9.4822,-0.7326,-1.6819,-0.0128,0.0624,0.0384,27.38,Mov03,Mov03,0.019371,0.072006,0.028425,0.879209,0.000989
-9.4954,-0.7362,-1.7131,-0.0133,0.0506,0.0373,27.3829,Mov03,Mov03,0.018962,0.063092,0.027385,0.889508,0.001052
-9.5098,-0.7458,-1.7154,-0.0117,0.0338,0.0368,27.3859,Mov03,Mov03,0.019864,0.05237,0.025726,0.900905,0.001135
-9.5193,-0.741,-1.7322,-0.0115,0.0157,0.0344,27.3859,Mov03,Mov03,0.019712,0.043217,0.024515,0.911316,0.00124
-9.5217,-0.7482,-1.7394,-0.008,-0.0024,0.0352,27.3859,Mov03,Mov03,0.021664,0.034993,0.02266,0.919345,0.001337
-9.4966,-0.753,-1.7346,-0.0048,-0.0195,0.0381,27.3859,Mov03,Mov03,0.024603,0.028052,0.02085,0.925027,0.001468
-9.4858,-0.7554,-1.7178,-0.0037,-0.0357,0.037,27.3829,Mov03,Mov03,0.025613,0.023518,0.019805,0.929465,0.001599
-9.4715,-0.7602,-1.6987,-0.0067,-0.0493,0.0336,27.3859,Mov03,Mov03,0.024091,0.020616,0.019421,0.934109,0.001763
-9.4355,-0.747,-1.6963,-0.0091,-0.0544,0.0293,27.3918,Mov03,Mov03,0.02229,0.02035,0.02005,0.93544,0.001871
-9.3937,-0.723,-1.7011,-0.0083,-0.0456,0.0266,27.3888,Mov03,Mov03,0.021775,0.023715,0.021644,0.931055,0.00181
-9.3685,-0.7099,-1.6975,-0.0053,-0.0245,0.0272,27.3888,Mov03,Mov03,0.02258,0.031133,0.023615,0.921068,0.001604
-9.3733,-0.7159,-1.6771,-0.0037,0.0019,0.0277,27.3947,Mov03,Mov03,0.022669,0.043117,0.025826,0.907023,0.001365
-9.3972,-0.7398,-1.658,-0.0045,0.024,0.0272,27.3918,Mov03,Mov03,0.021477,0.056546,0.02762,0.893167,0.001189
-9.3925,-0.7518,-1.6652,-0.0059,0.0389,0.0298,27.3947,Mov03,Mov03,0.021075,0.06518,0.028402,0.884232,0.001111
-9.4296,-0.7614,-1.6795,-0.0064,0.0474,0.0333,27.3947,Mov03,Mov03,0.021128,0.068258,0.02806,0.881508,0.001046
-9.426,-0.7506,-1.6903,-0.0083,0.0509,0.0346,27.4006,Mov03,Mov03,0.020575,0.069029,0.028279,0.88107,0.001046
-9.4355,-0.7398,-1.7142,-0.0099,0.0525,0.0344,27.4006,Mov03,Mov03,0.019567,0.069447,0.02852,0.881424,0.001042
-9.4487,-0.7506,-1.7059,-0.0117,0.0533,0.0314,27.3947,Mov03,Mov03,0.018222,0.072021,0.029031,0.879692,0.001034
-9.4523,-0.7661,-1.7107,-0.0107,0.0466,0.0322,27.3947,Mov03,Mov03,0.018939,0.066566,0.028014,0.885414,0.001067
-9.4727,-0.7721,-1.725,-0.0085,0.0344,0.0352,27.3947,Mov03,Mov03,0.020621,0.055812,0.026027,0.896417,0.001123
-9.481,-0.7829,-1.7166,-0.0061,0.0152,0.0384,27.3976,Mov03,Mov03,0.023216,0.043128,0.023556,0.908864,0.001236
-9.4822,-0.7877,-1.7023,-0.0064,-0.0053,0.0402,27.3976,Mov03,Mov03,0.02463,0.032784,0.021502,0.919687,0.001397
-9.4523,-0.7733,-1.7154,-0.0059,-0.0184,0.0426,27.3976,Mov03,Mov03,0.026116,0.027217,0.020349,0.924785,0.001532
-9.4451,-0.7661,-1.7107,-0.0053,-0.0229,0.0434,27.3888,Mov03,Mov03,0.026916,0.025534,0.019967,0.926009,0.001575
-9.4547,-0.7602,-1.6999,-0.0077,-0.0245,0.0381,27.3859,Mov03,Mov03,0.024289,0.026392,0.020738,0.926992,0.001589
-9.4475,-0.753,-1.7023,-0.0093,-0.0248,0.032,27.3918,Mov03,Mov03,0.021882,0.028253,0.021872,0.926398,0.001594
-9.4332,-0.7434,-1.7095,-0.0085,-0.0224,0.029,27.3947,Mov03,Mov03,0.021296,0.030391,0.022746,0.924002,0.001566
-9.4212,-0.7386,-1.7059,-0.0064,-0.0157,0.0277,27.3947,Mov03,Mov03,0.021626,0.034024,0.023666,0.919193,0.00149
-9.4224,-0.7506,-1.7083,-0.0053,-0.0075,0.0277,27.3976,Mov03,Mov03,0.021716,0.038001,0.02426,0.914613,0.00141
-9.408,-0.7614,-1.7214,-0.0037,0.0021,0.032,27.4035,Mov03,Mov03,0.023134,0.041075,0.024271,0.910174,0.001345
-9.4056,-0.7745,-1.719,-0.0035,0.0112,0.0357,27.3976,Mov03,Mov03,0.024073,0.043999,0.024264,0.906375,0.00129
-9.4164,-0.7769,-1.7202,-0.0043,0.0163,0.037,27.4006,Mov03,Mov03,0.02387,0.045677,0.02437,0.904827,0.001257
-9.4188,-0.7961,-1.7023,-0.0045,0.0171,0.0394,27.4035,Mov03,Mov03,0.024711,0.044964,0.023832,0.905232,0.001261
-9.4152,-0.7901,-1.6927,-0.0053,0.0165,0.0389,27.4006,Mov03,Mov03,0.024382,0.044769,0.023992,0.905582,0.001274
-9.4104,-0.7673,-1.6951,-0.008,0.0192,0.0365,27.3976,Mov03,Mov03,0.022471,0.046702,0.024967,0.904582,0.001277
-9.4152,-0.7494,-1.7059,-0.0101,0.0232,0.0341,27.3947,Mov03,Mov03,0.020697,0.049554,0.025953,0.90254,0.001257
-9.4391,-0.7398,-1.7142,-0.0099,0.0245,0.0344,27.3918,Mov03,Mov03,0.020592,0.049702,0.025915,0.902565,0.001226
-9.4523,-0.7386,-1.7083,-0.0085,0.0237,0.0354,27.3829,Mov03,Mov03,0.021397,0.048705,0.025531,0.903154,0.001213
-9.4631,-0.7159,-1.7154,-0.0072,0.0176,0.036,27.38,Mov03,Mov03,0.022123,0.044714,0.024983,0.906944,0.001237
-9.499,-0.7087,-1.7214,-0.0061,0.0099,0.0368,27.3888,Mov03,Mov03,0.022766,0.039964,0.023927,0.912088,0.001255
-9.5134,-0.7254,-1.7083,-0.0069,0.0037,0.0346,27.3859,Mov03,Mov03,0.022149,0.038048,0.023564,0.914952,0.001288
-9.5134,-0.7446,-1.7131,-0.0064,-0.0016,0.0322,27.3888,Mov03,Mov03,0.021803,0.037127,0.023353,0.916404,0.001313
-9.4882,-0.7458,-1.7178,-0.0051,-0.0059,0.0317,27.3888,Mov03,Mov03,0.022393,0.036026,0.023221,0.91701,0.00135
-9.4511,-0.7602,-1.7214,-0.0043,-0.0088,0.0312,27.3888,Mov03,Mov03,0.022827,0.03573,0.02318,0.916868,0.001395
-9.4152,-0.7638,-1.731,-0.0043,-0.0096,0.0306,27.3947,Mov03,Mov03,0.022787,0.036053,0.023414,0.916315,0.001431
-9.3889,-0.7697,-1.731,-0.0043,-0.0091,0.032,27.3918,Mov03,Mov03,0.023317,0.036031,0.02335,0.915846,0.001456
-9.3769,-0.7733,-1.7274,-0.0037,-0.0051,0.0349,27.3918,Mov03,Mov03,0.024404,0.036712,0.023211,0.914232,0.00144
-9.4068,-0.7638,-1.7095,-0.0024,0.0,0.0381,27.3976,Mov03,Mov03,0.025873,0.037291,0.022946,0.912519,0.001371
-9.4332,-0.7518,-1.6783,-0.0016,0.0069,0.0394,27.4006,Mov03,Mov03,0.026685,0.039623,0.023245,0.909153,0.001295
-9.4643,-0.753,-1.6664,-0.0008,0.0091,0.041,27.3976,Mov03,Mov03,0.027489,0.039659,0.022914,0.908687,0.001252
-9.4763,-0.7458,-1.6712,-0.0011,0.0067,0.0405,27.4035,Mov03,Mov03,0.027122,0.03848,0.022787,0.910351,0.00126
-9.4535,-0.7518,-1.6903,-0.0021,0.0064,0.0376,27.4065,Mov03,Mov03,0.025531,0.039946,0.023389,0.909854,0.00128
-9.4511,-0.7554,-1.7083,-0.0045,0.0072,0.0325,27.4094,Mov03,Mov03,0.022705,0.04257,0.024393,0.909049,0.001282
-9.4475,-0.7434,-1.719,-0.0088,0.0075,0.025,27.4124,Mov03,Mov03,0.019042,0.045776,0.026053,0.90783,0.0013
-9.4583,-0.7542,-1.7154,-0.0107,0.0048,0.0218,27.4065,Mov03,Mov03,0.017754,0.045748,0.026284,0.908896,0.001318
-9.4571,-0.7685,-1.7214,-0.0096,-0.0021,0.0232,27.4065,Mov03,Mov03,0.018556,0.041805,0.025224,0.91305,0.001365
-9.4499,-0.7793,-1.7178,-0.0072,-0.0085,0.0253,27.4094,Mov03,Mov03,0.020169,0.038355,0.024165,0.915907,0.001404
-9.4152,-0.7961,-1.7214,-0.0072,-0.0131,0.0258,27.4124,Mov03,Mov03,0.020595,0.03664,0.02376,0.917531,0.001474
-9.3996,-0.7877,-1.7202,-0.0088,-0.0136,0.0256,27.4094,Mov03,Mov03,0.020072,0.036281,0.023976,0.91816,0.001512
-9.3925,-0.7769,-1.7071,-0.0101,-0.0096,0.0253,27.4094,Mov03,Mov03,0.019606,0.037917,0.024575,0.916402,0.0015
-9.3925,-0.7805,-1.7047,-0.0109,-0.0021,0.0272,27.4065,Mov03,Mov03,0.019598,0.040418,0.024877,0.913653,0.001455
-9.4056,-0.7757,-1.7047,-0.0101,0.0067,0.0317,27.4006,Mov03,Mov03,0.020696,0.042365,0.024741,0.910817,0.001381
-9.4164,-0.7721,-1.7166,-0.0096,0.0152,0.0352,27.3947,Mov03,Mov03,0.021331,0.044826,0.024772,0.907758,0.001313
-9.426,-0.7673,-1.7178,-0.0083,0.0181,0.0373,27.4065,Mov03,Mov03,0.022258,0.0453,0.024579,0.906586,0.001277
-9.432,-0.7661,-1.7382,-0.0051,0.0157,0.0424,27.4035,Mov03,Mov03,0.024874,0.041786,0.023325,0.908742,0.001274
-9.4559,-0.7805,-1.7322,-0.0029,0.0101,0.0426,27.4006,Mov03,Mov03,0.026058,0.039265,0.022491,0.910912,0.001274
-9.4559,-0.7829,-1.7262,-0.004,0.0032,0.0389,27.4035,Mov03,Mov03,0.024746,0.037706,0.022577,0.913649,0.001323
-9.4619,-0.7721,-1.725,-0.0043,-0.0043,0.0389,27.4065,Mov03,Mov03,0.024892,0.034173,0.022017,0.91754,0.001377
-9.4487,-0.7865,-1.7131,-0.0056,-0.0107,0.0381,27.4065,Mov03,Mov03,0.024563,0.03201,0.021634,0.92034,0.001452
-9.4487,-0.7841,-1.6975,-0.0093,-0.0157,0.0346,27.4124,Mov03,Mov03,0.022397,0.030845,0.021906,0.923327,0.001525
-9.4344,-0.7769,-1.6855,-0.0144,-0.0173,0.0312,27.4094,Mov03,Mov03,0.01988,0.030862,0.022619,0.925036,0.001602
-9.4188,-0.7757,-1.6759,-0.0179,-0.0155,0.028,27.3976,Mov03,Mov03,0.018089,0.032462,0.023535,0.924281,0.001633
-9.432,-0.7626,-1.6807,-0.0179,-0.0115,0.0277,27.4006,Mov03,Mov03,0.017807,0.033902,0.023955,0.922754,0.001582
-9.4391,-0.7709,-1.6735,-0.0157,-0.0083,0.033,27.4094,Mov03,Mov03,0.019733,0.033323,0.023118,0.922282,0.001543
-9.4463,-0.7578,-1.6915,-0.0141,-0.008,0.0378,27.4035,Mov03,Mov03,0.021296,0.031431,0.022307,0.923433,0.001533
-9.4523,-0.7626,-1.7166,-0.0099,-0.0099,0.0426,27.4035,Mov03,Mov03,0.024051,0.029478,0.021163,0.923798,0.001509
-9.4643,-0.7709,-1.7059,-0.0091,-0.0133,0.045,27.3976,Mov03,Mov03,0.02534,0.027481,0.020356,0.925297,0.001526
-9.4763,-0.7805,-1.7047,-0.012,-0.0155,0.044,27.3976,Mov03,Mov03,0.023776,0.026713,0.020255,0.927692,0.001563
-9.4667,-0.7661,-1.7166,-0.0176,-0.0179,0.0394,27.4006,Mov03,Mov03,0.020346,0.026622,0.021033,0.930352,0.001646
-9.4308,-0.747,-1.7262,-0.0213,-0.0171,0.0333,27.4035,Mov03,Mov03,0.017683,0.028649,0.022578,0.929391,0.001699
-9.4188,-0.7434,-1.737,-0.0216,-0.0125,0.0298,27.4094,Mov03,Mov03,0.016677,0.0317,0.0237,0.926265,0.001657
-9.4439,-0.7446,-1.7274,-0.0171,-0.0091,0.0306,27.4065,Mov03,Mov03,0.018123,0.033332,0.023623,0.923374,0.001548
-9.4643,-0.7398,-1.7131,-0.0099,-0.0059,0.0352,27.4153,Mov03,Mov03,0.021725,0.033742,0.022898,0.920198,0.001437
-9.4643,-0.7326,-1.6963,-0.0051,0.0011,0.0373,27.4094,Mov03,Mov03,0.024236,0.036595,0.023118,0.914711,0.00134
-9.4463,-0.7278,-1.6855,-0.0059,0.0096,0.0338,27.4124,Mov03,Mov03,0.022803,0.042471,0.024704,0.908734,0.001288
-9.4511,-0.7362,-1.6712,-0.0093,0.0176,0.0269,27.4124,Mov03,Mov03,0.019509,0.050304,0.026756,0.902194,0.001237
-9.4607,-0.7602,-1.6831,-0.0096,0.0216,0.0242,27.4094,Mov03,Mov03,0.018451,0.054785,0.02733,0.898241,0.001194
-9.4535,-0.7733,-1.6604,-0.0109,0.02,0.0221,27.4065,Mov03,Mov03,0.017848,0.055266,0.027596,0.898073,0.001216
-9.4332,-0.7745,-1.7166,-0.0123,0.0189,0.0218,27.4153,Mov03,Mov03,0.016945,0.054554,0.027634,0.899618,0.001249
-9.4308,-0.7805,-1.7202,-0.0083,0.0152,0.0288,27.4153,Mov03,Mov03,0.019981,0.048928,0.02578,0.904047,0.001264
-9.4571,-0.7829,-1.6999,-0.0067,0.0085,0.0328,27.4153,Mov03,Mov03,0.021984,0.042986,0.024211,0.909529,0.00129
-9.4739,-0.7685,-1.6855,-0.0085,0.0008,0.0309,27.4124,Mov03,Mov03,0.021122,0.03931,0.023943,0.914277,0.001348
-9.4595,-0.7769,-1.6963,-0.0075,-0.0083,0.033,27.4153,Mov03,Mov03,0.02237,0.034664,0.022772,0.918767,0.001426
-9.4475,-0.7781,-1.6891,-0.0053,-0.0157,0.0346,27.4124,Mov03,Mov03,0.024131,0.031476,0.021916,0.920997,0.00148
-9.4308,-0.7817,-1.6831,-0.0029,-0.0187,0.0341,27.4065,Mov03,Mov03,0.025292,0.031181,0.021819,0.920218,0.00149
-9.4008,-0.7997,-1.6843,-0.0019,-0.0197,0.0328,27.4035,Mov03,Mov03,0.025556,0.031992,0.021992,0.91895,0.00151
-9.3817,-0.808,-1.7035,-0.0003,-0.016,0.032,27.4094,Mov03,Mov03,0.02571,0.034406,0.022449,0.91596,0.001475
-9.3972,-0.8033,-1.6879,-0.0008,-0.0085,0.0312,27.4035,Mov03,Mov03,0.025051,0.037766,0.023187,0.912592,0.001404
-9.4116,-0.7961,-1.6819,-0.0029,-0.0016,0.033,27.4094,Mov03,Mov03,0.02445,0.039396,0.02345,0.911335,0.001368
-9.426,-0.7793,-1.6819,-0.0016,0.0011,0.04,27.4124,Mov03,Mov03,0.027113,0.037066,0.022462,0.912013,0.001345
-9.4296,-0.7673,-1.6951,0.0021,0.0016,0.0498,27.4124,Mov03,Mov03,0.032448,0.033231,0.020818,0.912172,0.001331
-9.4296,-0.7578,-1.6879,0.0048,0.0021,0.0546,27.4124,Mov03,Mov03,0.036189,0.031733,0.02011,0.910653,0.001315
-9.3948,-0.753,-1.6819,0.0032,0.0077,0.0541,27.4124,Mov03,Mov03,0.035116,0.034266,0.020916,0.908384,0.001319
-9.4032,-0.753,-1.6891,-0.0003,0.0163,0.048,27.4094,Mov03,Mov03,0.030035,0.040367,0.022658,0.905674,0.001266
-9.4344,-0.7673,-1.6652,-0.0053,0.0197,0.0378,27.4065,Mov03,Mov03,0.024182,0.046594,0.02458,0.903409,0.001234
-9.4607,-0.7889,-1.67,-0.0093,0.0128,0.0333,27.4124,Mov03,Mov03,0.021333,0.044435,0.024492,0.908453,0.001287
-9.4798,-0.7877,-1.6712,-0.0112,-0.0027,0.032,27.4153,Mov03,Mov03,0.020696,0.036846,0.023296,0.917759,0.001402
-9.4739,-0.7781,-1.6951,-0.0104,-0.02,0.0312,27.4153,Mov03,Mov03,0.021063,0.030151,0.022049,0.925201,0.001536
-9.4715,-0.7626,-1.7035,-0.0093,-0.0352,0.0314,27.4182,Mov03,Mov03,0.021906,0.02492,0.020877,0.930638,0.001659
-9.4415,-0.7494,-1.7095,-0.008,-0.041,0.0306,27.4153,Mov03,Mov03,0.022473,0.023692,0.020807,0.931303,0.001724
-9.4332,-0.741,-1.7178,-0.0051,-0.0405,0.032,27.4124,Mov03,Mov03,0.023968,0.02379,0.0207,0.929847,0.001695
-9.4451,-0.723,-1.7131,-0.0027,-0.0304,0.033,27.4124,Mov03,Mov03,0.024958,0.026672,0.021381,0.925423,0.001566
-9.4439,-0.7254,-1.7035,-0.0024,-0.0157,0.0322,27.4094,Mov03,Mov03,0.024441,0.032391,0.022743,0.918984,0.00144
-9.4451,-0.735,-1.6879,-0.0029,-0.0048,0.0298,27.4153,Mov03,Mov03,0.0233,0.03824,0.024066,0.913042,0.001352
-9.4643,-0.7578,-1.6759,-0.0016,-0.0043,0.0301,27.4124,Mov03,Mov03,0.023955,0.038741,0.023713,0.912272,0.001319
-9.4858,-0.7697,-1.6448,0.0011,-0.0147,0.0314,27.4124,Mov03,Mov03,0.026249,0.033983,0.022333,0.916079,0.001356
-9.4691,-0.7673,-1.6436,0.0019,-0.0296,0.0298,27.4124,Mov03,Mov03,0.026797,0.029135,0.021496,0.921098,0.001474
-9.4511,-0.7542,-1.6496,0.0005,-0.041,0.025,27.4153,Mov03,Mov03,0.025085,0.026764,0.021611,0.924955,0.001585
-9.4439,-0.7482,-1.6604,0.0,-0.0448,0.0226,27.4182,Mov03,Mov03,0.024136,0.026289,0.021804,0.926148,0.001622
-9.4535,-0.7542,-1.6556,0.0005,-0.0445,0.0234,27.4153,Mov03,Mov03,0.024606,0.02616,0.021576,0.926052,0.001607
-9.4547,-0.7602,-1.6448,0.0024,-0.0405,0.0256,27.4124,Mov03,Mov03,0.026114,0.027057,0.021471,0.923802,0.001556
-9.4236,-0.7721,-1.6664,0.0051,-0.0368,0.0309,27.4153,Mov03,Mov03,0.028967,0.027134,0.020911,0.921446,0.001542
