Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Clase Real,Clase Predecida,Prob Mov00,Prob Mov01,Prob Mov02,Prob Mov03,Prob Mov04
0.2682,9.7444,-0.4884,0.0021,0.0053,0.0469,27.2535,Mov02,Mov02,0.028001,0.000703,0.914178,0.028238,0.028879
0.2634,9.7384,-0.4992,0.0035,0.0099,0.0432,27.2565,Mov02,Mov02,0.026017,0.000759,0.919511,0.027157,0.026555
0.2574,9.7396,-0.4932,0.0061,0.0157,0.0416,27.2594,Mov02,Mov02,0.025784,0.00082,0.922833,0.026275,0.024287
0.2562,9.7252,-0.4884,0.0069,0.0181,0.0424,27.2653,Mov02,Mov02,0.026461,0.000846,0.922461,0.026313,0.023919
0.255,9.7013,-0.4956,0.0037,0.0139,0.045,27.2653,Mov02,Mov02,0.027009,0.0008,0.918374,0.027526,0.026291
0.2538,9.7157,-0.4932,0.004,0.0128,0.048,27.2624,Mov02,Mov02,0.028765,0.000771,0.915312,0.02808,0.027073
0.2658,9.7061,-0.4812,0.0045,0.0117,0.0493,27.2624,Mov02,Mov02,0.030216,0.000764,0.912866,0.028404,0.02775
0.2777,9.7205,-0.4836,0.0059,0.0128,0.049,27.2624,Mov02,Mov02,0.030416,0.000771,0.913696,0.027987,0.02713
0.2897,9.7468,-0.4573,0.0037,0.0136,0.0464,27.2653,Mov02,Mov02,0.027801,0.000766,0.917896,0.026983,0.026554
0.2933,9.7588,-0.4585,-0.0024,0.0128,0.0426,27.2594,Mov02,Mov02,0.023154,0.000745,0.922902,0.026247,0.026952
0.2957,9.7636,-0.4501,-0.0088,0.0117,0.0402,27.2624,Mov02,Mov02,0.019858,0.000719,0.925733,0.025839,0.027852
0.2993,9.7396,-0.4824,-0.0101,0.012,0.04,27.2535,Mov02,Mov02,0.019111,0.000728,0.92586,0.026021,0.028279
0.2741,9.7264,-0.4621,-0.0067,0.0109,0.04,27.2624,Mov02,Mov02,0.020767,0.000743,0.924379,0.026408,0.027703
0.2777,9.7312,-0.4932,0.0008,0.0123,0.0381,27.2653,Mov02,Mov02,0.02233,0.000792,0.925517,0.025894,0.025467
0.2789,9.7432,-0.4884,0.0093,0.0147,0.0376,27.2624,Mov02,Mov02,0.025373,0.000846,0.925195,0.025394,0.023192
0.2789,9.7444,-0.4812,0.0149,0.0128,0.0362,27.2624,Mov02,Mov02,0.027631,0.000865,0.923922,0.025268,0.022314
0.2885,9.7468,-0.4836,0.0168,0.0099,0.0368,27.2594,Mov02,Mov02,0.029192,0.000848,0.921673,0.025537,0.02275
0.2837,9.7444,-0.4944,0.0136,0.0053,0.0381,27.2624,Mov02,Mov02,0.028805,0.000794,0.919518,0.026335,0.024549
0.2693,9.742,-0.492,0.0085,-0.0027,0.0389,27.2653,Mov02,Mov02,0.027855,0.000715,0.916512,0.027468,0.02745
0.2682,9.7217,-0.4944,0.0085,-0.0096,0.0376,27.2624,Mov02,Mov02,0.028216,0.000687,0.913963,0.028131,0.029003
0.2634,9.7229,-0.5028,0.0104,-0.0152,0.036,27.2624,Mov02,Mov02,0.0289,0.000666,0.912453,0.028438,0.029544
0.2634,9.7205,-0.5124,0.0093,-0.0187,0.0338,27.2624,Mov02,Mov02,0.027546,0.000652,0.913243,0.028429,0.03013
0.2658,9.7276,-0.5112,0.0091,-0.0205,0.029,27.2653,Mov02,Mov02,0.025143,0.000656,0.917326,0.027578,0.029297
0.2741,9.7468,-0.5148,0.0091,-0.0187,0.0264,27.2653,Mov02,Mov02,0.023448,0.00067,0.921246,0.026628,0.028008
0.2909,9.736,-0.5339,0.0083,-0.0187,0.0258,27.2653,Mov02,Mov02,0.022727,0.000674,0.921759,0.026527,0.028312
0.2957,9.7217,-0.5363,0.008,-0.0157,0.0266,27.2565,Mov02,Mov02,0.022742,0.000695,0.922039,0.026485,0.028039
0.2981,9.7145,-0.5291,0.0048,-0.0171,0.0293,27.2565,Mov02,Mov02,0.022912,0.000666,0.919372,0.027172,0.029878
0.2873,9.7324,-0.5207,-0.0059,-0.0258,0.0296,27.2624,Mov02,Mov02,0.019809,0.000569,0.916923,0.028058,0.034641
0.3017,9.7229,-0.5375,-0.0139,-0.0269,0.0274,27.2624,Mov02,Mov02,0.016446,0.000548,0.918637,0.02774,0.036629
0.2933,9.7312,-0.5471,-0.0125,-0.0171,0.0218,27.2594,Mov02,Mov02,0.014295,0.000622,0.928026,0.025691,0.031366
0.2885,9.7324,-0.5375,-0.0035,-0.0019,0.0157,27.2682,Mov02,Mov02,0.013919,0.000779,0.937971,0.023186,0.024145
0.2729,9.7348,-0.5124,0.0045,0.0053,0.0125,27.2712,Mov02,Mov02,0.014744,0.000886,0.941738,0.022062,0.020571
0.2526,9.7276,-0.4836,0.008,0.0053,0.0147,27.2653,Mov02,Mov02,0.016662,0.000897,0.93951,0.022562,0.020369
0.2454,9.7276,-0.4896,0.0107,-0.0003,0.0181,27.2653,Mov02,Mov02,0.019175,0.000849,0.934605,0.023712,0.021658
0.255,9.7121,-0.4932,0.0155,0.0,0.0221,27.2682,Mov02,Mov02,0.022642,0.000864,0.930202,0.024436,0.021855
0.2658,9.7169,-0.5136,0.0205,-0.0008,0.0261,27.2624,Mov02,Mov02,0.026561,0.000859,0.925396,0.025116,0.022068
0.2741,9.76,-0.5231,0.0234,0.008,0.0277,27.2624,Mov02,Mov02,0.027105,0.000908,0.927809,0.024143,0.020035
0.2801,9.7671,-0.5303,0.0237,0.02,0.0296,27.2624,Mov02,Mov02,0.026486,0.000996,0.930945,0.023285,0.018288
0.2873,9.7588,-0.5375,0.0205,0.0314,0.0312,27.2653,Mov02,Mov02,0.024407,0.00108,0.934655,0.02259,0.017269
0.2765,9.7264,-0.5351,0.0181,0.0413,0.0352,27.2682,Mov02,Mov02,0.024442,0.001161,0.93481,0.022735,0.016852
0.2622,9.7193,-0.5399,0.0152,0.0413,0.0389,27.2682,Mov02,Mov02,0.02499,0.001121,0.932521,0.023558,0.017809
0.2634,9.7133,-0.5662,0.0155,0.041,0.0413,27.2682,Mov02,Mov02,0.02606,0.001109,0.930454,0.024091,0.018286
0.2849,9.7264,-0.6057,0.0197,0.0456,0.0418,27.2712,Mov02,Mov02,0.02708,0.00117,0.931041,0.023548,0.017161
0.2753,9.7408,-0.6057,0.0264,0.0586,0.0389,27.2712,Mov02,Mov02,0.026856,0.001375,0.935931,0.021831,0.014006
0.2646,9.7456,-0.5794,0.0309,0.0714,0.0309,27.2682,Mov02,Mov02,0.023615,0.001652,0.944081,0.019545,0.011108
0.2526,9.7624,-0.565,0.0272,0.0767,0.0226,27.2682,Mov02,Mov02,0.0183,0.001757,0.952053,0.017947,0.009942
0.2334,9.7671,-0.5387,0.0216,0.0781,0.0173,27.2624,Mov02,Mov02,0.01498,0.001768,0.956421,0.0172,0.009631
0.2119,9.754,-0.5076,0.0176,0.0754,0.0197,27.2653,Mov02,Mov02,0.015153,0.001679,0.954922,0.017877,0.010369
0.2071,9.736,-0.5052,0.0128,0.0642,0.0266,27.2653,Mov02,Mov02,0.017024,0.001439,0.948892,0.019862,0.012783
0.2239,9.7121,-0.5243,0.0083,0.0496,0.0338,27.2653,Mov02,Mov02,0.01944,0.001201,0.940629,0.022319,0.016412
0.2274,9.7193,-0.5531,0.0048,0.037,0.037,27.2682,Mov02,Mov02,0.020342,0.001028,0.935246,0.023971,0.019413
0.2418,9.7348,-0.5722,-0.0008,0.0261,0.0357,27.2682,Mov02,Mov02,0.018611,0.0009,0.933905,0.024564,0.022019
0.261,9.7492,-0.5902,-0.0029,0.025,0.0314,27.2682,Mov02,Mov02,0.016306,0.000895,0.937411,0.023672,0.021716
0.2765,9.7552,-0.5997,-0.0003,0.0346,0.0277,27.2653,Mov02,Mov02,0.015041,0.001008,0.942995,0.022039,0.018917
0.267,9.7504,-0.5794,-0.0003,0.041,0.0248,27.2682,Mov02,Mov02,0.013924,0.001089,0.946571,0.021094,0.017323
0.2502,9.742,-0.5638,-0.0037,0.0445,0.0242,27.2682,Mov02,Mov02,0.012878,0.001109,0.948054,0.020879,0.017079
0.2322,9.7121,-0.5543,-0.0088,0.0424,0.024,27.2653,Mov02,Mov02,0.012019,0.001081,0.947459,0.021349,0.018093
0.2227,9.6905,-0.5794,-0.0045,0.0426,0.0226,27.2624,Mov02,Mov02,0.012561,0.001137,0.947564,0.021382,0.017355
0.2131,9.6654,-0.5902,0.0075,0.0442,0.0205,27.2594,Mov02,Mov02,0.014865,0.001277,0.947257,0.021165,0.015437
0.2011,9.6726,-0.5986,0.0155,0.0352,0.0184,27.2535,Mov02,Mov02,0.017076,0.001244,0.944707,0.021606,0.015366
0.1963,9.7276,-0.5722,0.0139,0.0224,0.0176,27.2594,Mov02,Mov02,0.017283,0.001063,0.942585,0.022133,0.016936
0.1963,9.7671,-0.5399,0.008,0.0117,0.0184,27.2653,Mov02,Mov02,0.016696,0.000904,0.940241,0.022838,0.019321
0.2191,9.7707,-0.5435,0.0051,0.0064,0.0211,27.2682,Mov02,Mov02,0.017071,0.000832,0.937126,0.023586,0.021385
0.249,9.7636,-0.5602,0.0064,0.008,0.0234,27.2682,Mov02,Mov02,0.018059,0.000843,0.935733,0.023719,0.021647
0.2598,9.7492,-0.5842,0.008,0.0152,0.0253,27.2653,Mov02,Mov02,0.01848,0.000907,0.936526,0.02347,0.020617
0.255,9.7444,-0.5734,0.0048,0.0184,0.025,27.2653,Mov02,Mov02,0.017221,0.00092,0.938202,0.0232,0.020457
0.2562,9.7205,-0.5938,0.0035,0.0224,0.0253,27.2653,Mov02,Mov02,0.01655,0.000961,0.939201,0.023116,0.020171
0.2394,9.7145,-0.5878,0.0035,0.0197,0.0226,27.2682,Mov02,Mov02,0.016,0.000957,0.939927,0.02306,0.020056
0.2083,9.7097,-0.5758,0.0013,0.0141,0.0139,27.2682,Mov02,Mov02,0.013416,0.00095,0.943839,0.022311,0.019484
0.1975,9.7145,-0.5926,-0.0115,-0.0027,-0.0003,27.2653,Mov02,Mov02,0.008651,0.000821,0.947522,0.021474,0.021532
0.1903,9.736,-0.5782,-0.0288,-0.0171,-0.0179,27.2682,Mov02,Mov02,0.004775,0.000708,0.951746,0.019698,0.023072
0.2071,9.7743,-0.5938,-0.0402,-0.02,-0.0346,27.2653,Mov02,Mov02,0.002747,0.000689,0.957822,0.017164,0.021579
0.2011,9.7815,-0.6021,-0.0437,-0.0115,-0.0464,27.2653,Mov02,Mov02,0.001939,0.000772,0.964027,0.015137,0.018124
0.182,9.7588,-0.5638,-0.0426,0.0011,-0.053,27.2594,Mov02,Mov02,0.00167,0.000914,0.968564,0.013825,0.015026
0.1604,9.7671,-0.5231,-0.0368,0.0141,-0.0506,27.2594,Mov02,Mov02,0.00186,0.001041,0.970747,0.013387,0.012965
0.1496,9.7468,-0.51,-0.0269,0.0245,-0.0381,27.2594,Mov02,Mov02,0.002758,0.001146,0.969256,0.014323,0.012517
0.158,9.7133,-0.4932,-0.0144,0.0229,-0.0213,27.2594,Mov02,Mov02,0.004995,0.001138,0.963325,0.016591,0.01395
0.1688,9.6977,-0.4968,-0.0037,0.0123,-0.0056,27.2594,Mov02,Mov02,0.008785,0.001023,0.953793,0.019603,0.016796
0.1688,9.7312,-0.5207,0.0032,0.0075,0.0088,27.2594,Mov02,Mov02,0.013247,0.000918,0.944784,0.022058,0.018993
0.1784,9.736,-0.5638,0.0112,0.0179,0.0232,27.2624,Mov02,Mov02,0.01886,0.000966,0.937822,0.023541,0.018811
0.1556,9.76,-0.5686,0.0144,0.0258,0.0354,27.2653,Mov02,Mov02,0.0242,0.000964,0.930962,0.024946,0.018927
0.1676,9.7288,-0.5818,0.0045,0.0266,0.0437,27.2653,Mov02,Mov02,0.023893,0.000892,0.926322,0.026678,0.022215
0.1544,9.7121,-0.5555,-0.008,0.0277,0.0525,27.2653,Mov02,Mov02,0.023051,0.000802,0.921289,0.028598,0.02626
0.1532,9.6893,-0.5507,-0.0184,0.0272,0.056,27.2682,Mov02,Mov02,0.020762,0.000747,0.919195,0.029649,0.029647
0.1425,9.6881,-0.5567,-0.0218,0.0234,0.0589,27.2653,Mov02,Mov02,0.020988,0.000695,0.915269,0.030847,0.032201
0.1233,9.7037,-0.5399,-0.0165,0.0226,0.0584,27.2682,Mov02,Mov02,0.023018,0.000707,0.91484,0.030788,0.030647
0.1305,9.7193,-0.5423,-0.0112,0.0168,0.0557,27.2653,Mov02,Mov02,0.024532,0.000695,0.913984,0.030618,0.03017
0.1305,9.7516,-0.5375,-0.0099,0.0064,0.052,27.2624,Mov02,Mov02,0.024314,0.000638,0.91317,0.030624,0.031254
0.1401,9.7743,-0.5219,-0.0123,0.0003,0.0496,27.2741,Mov02,Mov02,0.022869,0.000595,0.913444,0.030429,0.032663
0.1544,9.7791,-0.5303,-0.0155,-0.0016,0.0493,27.2653,Mov02,Mov02,0.021534,0.000573,0.913451,0.030418,0.034024
0.164,9.7671,-0.5279,-0.0128,0.0021,0.0514,27.2682,Mov02,Mov02,0.02325,0.000599,0.912492,0.030476,0.033182
0.1664,9.7444,-0.516,-0.0053,0.0101,0.0562,27.2712,Mov02,Mov02,0.028467,0.000663,0.909254,0.030756,0.03086
0.1628,9.7217,-0.516,0.0029,0.0136,0.0629,27.2682,Mov02,Mov02,0.037155,0.000698,0.900049,0.032006,0.030092
0.1664,9.6965,-0.516,0.0101,0.0147,0.0658,27.2565,Mov02,Mov02,0.044735,0.000732,0.892644,0.03265,0.029239
0.1736,9.7121,-0.5303,0.0096,0.0064,0.0661,27.2565,Mov02,Mov02,0.045681,0.000668,0.888616,0.033492,0.031542
0.1891,9.7097,-0.5447,0.0061,0.0024,0.064,27.2565,Mov02,Mov02,0.041761,0.000642,0.891015,0.033454,0.033127
0.1951,9.7264,-0.5602,-0.0027,-0.0067,0.0608,27.2565,Mov02,Mov02,0.034598,0.000568,0.894002,0.033719,0.037112
0.182,9.7396,-0.577,-0.0101,-0.0093,0.056,27.2535,Mov02,Mov02,0.027633,0.000543,0.900661,0.033041,0.038121
0.1652,9.76,-0.5698,-0.0107,-0.0056,0.0517,27.2624,Mov02,Mov02,0.024704,0.000568,0.907976,0.03158,0.035172
0.1628,9.7528,-0.5626,-0.0075,-0.0008,0.0501,27.2624,Mov02,Mov02,0.024948,0.000613,0.911187,0.03075,0.032502
0.17,9.754,-0.5531,-0.0053,0.0016,0.0501,27.2682,Mov02,Mov02,0.025729,0.000634,0.911894,0.03036,0.031384
0.1784,9.7408,-0.5399,-0.0037,0.0011,0.0506,27.2594,Mov02,Mov02,0.027107,0.00064,0.910179,0.030543,0.03153
0.1951,9.7324,-0.5411,-0.0021,-0.0024,0.0528,27.2653,Mov02,Mov02,0.029584,0.000622,0.905454,0.031306,0.033033
0.2071,9.7241,-0.5471,0.0016,-0.0032,0.0552,27.2682,Mov02,Mov02,0.033204,0.000624,0.901,0.031874,0.033297
0.2119,9.7336,-0.5531,0.0019,-0.0035,0.0557,27.2741,Mov02,Mov02,0.033527,0.000618,0.900549,0.031883,0.033423
0.1963,9.748,-0.5578,-0.0011,-0.0029,0.0541,27.2741,Mov02,Mov02,0.030583,0.000611,0.904103,0.031519,0.033184
0.1879,9.736,-0.5674,-0.0029,0.0016,0.0514,27.2712,Mov02,Mov02,0.027507,0.000646,0.909561,0.030678,0.031609
0.1987,9.7288,-0.5746,-0.0013,0.0056,0.049,27.2682,Mov02,Mov02,0.026469,0.00069,0.913457,0.029701,0.029683
0.1963,9.7252,-0.5698,0.0024,0.0083,0.0474,27.2682,Mov02,Mov02,0.027176,0.000731,0.915199,0.029102,0.027791
0.2107,9.7252,-0.5567,0.0021,0.0067,0.0461,27.2712,Mov02,Mov02,0.026717,0.000726,0.915707,0.028832,0.028019
0.2179,9.736,-0.5638,-0.004,0.0013,0.0456,27.2624,Mov02,Mov02,0.024127,0.000665,0.915491,0.029171,0.030546
0.2227,9.7372,-0.5614,-0.0064,0.0051,0.0477,27.2653,Mov02,Mov02,0.023691,0.000668,0.91575,0.029157,0.030733
0.2179,9.7252,-0.565,-0.0032,0.0117,0.0514,27.2594,Mov02,Mov02,0.026203,0.000712,0.914328,0.029371,0.029387
0.2119,9.7264,-0.5507,-0.0013,0.0131,0.0552,27.2653,Mov02,Mov02,0.029142,0.000711,0.910578,0.030001,0.029568
0.1975,9.7241,-0.5351,-0.0008,0.0083,0.0589,27.2682,Mov02,Mov02,0.032634,0.000667,0.903602,0.03146,0.031636
0.1999,9.7288,-0.5327,-0.0027,-0.0016,0.0581,27.2653,Mov02,Mov02,0.032528,0.000604,0.89984,0.032357,0.034671
0.2035,9.7348,-0.5327,-0.0045,-0.012,0.0514,27.2594,Mov02,Mov02,0.028975,0.000565,0.902288,0.031994,0.036177
0.2071,9.76,-0.5447,-0.0099,-0.0192,0.0421,27.2653,Mov02,Mov02,0.022402,0.000535,0.910045,0.030519,0.036499
0.2131,9.7767,-0.5495,-0.0141,-0.0184,0.0344,27.2653,Mov02,Mov02,0.017629,0.000545,0.918584,0.02859,0.034652
0.2239,9.76,-0.5626,-0.0139,-0.0123,0.0317,27.2653,Mov02,Mov02,0.016312,0.000594,0.923324,0.027504,0.032266
0.2274,9.7348,-0.5495,-0.0069,-0.0003,0.0352,27.2624,Mov02,Mov02,0.018966,0.000687,0.924415,0.027134,0.028797
0.2203,9.7049,-0.5507,-0.0016,0.0008,0.0421,27.2624,Mov02,Mov02,0.024014,0.000701,0.917017,0.028756,0.029513
0.2191,9.6953,-0.5387,-0.0027,-0.0056,0.0485,27.2682,Mov02,Mov02,0.027754,0.000635,0.907251,0.030888,0.033472
0.2191,9.6965,-0.5435,0.0008,-0.0072,0.0536,27.2712,Mov02,Mov02,0.032692,0.000617,0.899904,0.032153,0.034634
0.2203,9.7073,-0.5578,0.0067,-0.0088,0.0533,27.2712,Mov02,Mov02,0.035944,0.000626,0.897874,0.032134,0.033423
0.2179,9.7456,-0.5507,0.0072,-0.0123,0.0493,27.2682,Mov02,Mov02,0.033816,0.000607,0.901699,0.031252,0.032626
0.2298,9.7695,-0.559,0.0048,-0.0091,0.0437,27.2712,Mov02,Mov02,0.028287,0.000629,0.911117,0.029396,0.030572
0.231,9.7659,-0.5543,0.0029,-0.004,0.0376,27.2712,Mov02,Mov02,0.023801,0.000679,0.919831,0.027643,0.028046
0.2466,9.7528,-0.5555,0.0043,0.0027,0.0346,27.2712,Mov02,Mov02,0.022372,0.000747,0.924775,0.026382,0.025724
0.2466,9.742,-0.5495,0.0045,0.0072,0.0346,27.2712,Mov02,Mov02,0.022148,0.000785,0.926297,0.026017,0.024753
0.2298,9.736,-0.5471,0.0037,0.0075,0.037,27.2771,Mov02,Mov02,0.022949,0.000775,0.924316,0.026644,0.025317
0.2298,9.7133,-0.5614,0.0069,0.0075,0.0418,27.2712,Mov02,Mov02,0.026699,0.000779,0.918637,0.027811,0.026074
0.231,9.7085,-0.5543,0.0093,0.0035,0.0429,27.2682,Mov02,Mov02,0.029139,0.000759,0.91482,0.028442,0.02684
0.2263,9.7288,-0.5638,0.0093,-0.0027,0.0432,27.2741,Mov02,Mov02,0.029795,0.000706,0.912321,0.029018,0.02816
0.2298,9.7444,-0.5758,0.0032,-0.0085,0.0413,27.2741,Mov02,Mov02,0.026189,0.000647,0.913626,0.029148,0.03039
0.2358,9.736,-0.589,-0.0003,-0.0064,0.0397,27.2771,Mov02,Mov02,0.023537,0.000657,0.916829,0.028668,0.030308
0.2358,9.7288,-0.5938,-0.0011,-0.0035,0.0386,27.28,Mov02,Mov02,0.022416,0.00068,0.919185,0.028226,0.029493
0.231,9.7324,-0.5806,-0.0059,-0.0045,0.0384,27.2829,Mov02,Mov02,0.020688,0.000654,0.919717,0.028277,0.030664
0.2346,9.7229,-0.5782,-0.008,-0.0059,0.0394,27.2682,Mov02,Mov02,0.020553,0.000638,0.91814,0.028695,0.031974
0.231,9.7193,-0.5722,-0.0048,-0.0035,0.0418,27.2712,Mov02,Mov02,0.022649,0.000656,0.916442,0.02898,0.031273
0.2358,9.7276,-0.5567,-0.0013,-0.0056,0.0445,27.2624,Mov02,Mov02,0.02575,0.000642,0.912242,0.02958,0.031786
0.2418,9.7444,-0.5543,-0.0008,-0.0088,0.045,27.2653,Mov02,Mov02,0.026531,0.000616,0.910451,0.029803,0.032599
0.2478,9.7588,-0.565,-0.0008,-0.0104,0.0434,27.2682,Mov02,Mov02,0.025636,0.000607,0.911801,0.029467,0.032488
0.2478,9.7671,-0.571,-0.0003,-0.0059,0.0416,27.2624,Mov02,Mov02,0.024287,0.000639,0.916062,0.028529,0.030483
0.2502,9.7743,-0.5638,-0.0027,-0.0037,0.0384,27.2653,Mov02,Mov02,0.021664,0.000652,0.920622,0.027566,0.029497
0.2574,9.7636,-0.5567,-0.0045,0.0003,0.0344,27.2624,Mov02,Mov02,0.019147,0.00069,0.925793,0.026407,0.027963
0.2538,9.7468,-0.565,-0.0045,0.0027,0.0322,27.2653,Mov02,Mov02,0.018187,0.000723,0.92817,0.025966,0.026954
0.2598,9.7372,-0.5614,-0.0029,0.0032,0.0352,27.2682,Mov02,Mov02,0.019872,0.000725,0.925498,0.026497,0.027408
0.2514,9.7157,-0.5614,0.0011,0.0045,0.0421,27.2653,Mov02,Mov02,0.02448,0.000731,0.918603,0.027983,0.028205
0.2562,9.7013,-0.5698,0.0077,0.0061,0.0477,27.2653,Mov02,Mov02,0.030507,0.000751,0.911662,0.029016,0.028064
0.2454,9.7133,-0.5806,0.0109,0.0021,0.0496,27.2594,Mov02,Mov02,0.033787,0.000723,0.907028,0.029814,0.028648
0.2358,9.7348,-0.5854,0.0099,-0.0013,0.0493,27.2594,Mov02,Mov02,0.033208,0.000687,0.90668,0.030037,0.029388
0.237,9.7456,-0.5938,0.0059,-0.0037,0.0474,27.2624,Mov02,Mov02,0.029942,0.00066,0.909238,0.029847,0.030313
0.2466,9.7372,-0.5902,0.0056,-0.0019,0.0432,27.2682,Mov02,Mov02,0.027315,0.000693,0.914344,0.028752,0.028897
0.243,9.7456,-0.5758,0.0067,0.0019,0.0381,27.2653,Mov02,Mov02,0.02489,0.00074,0.920764,0.027265,0.026341
0.2346,9.7671,-0.577,0.004,0.0019,0.0357,27.2594,Mov02,Mov02,0.022471,0.000728,0.924112,0.026688,0.026
0.2358,9.7504,-0.5638,0.0024,0.0019,0.0381,27.2594,Mov02,Mov02,0.023179,0.000719,0.921757,0.027276,0.027069
0.2382,9.7193,-0.5746,0.0051,-0.0005,0.0424,27.2624,Mov02,Mov02,0.026861,0.000711,0.915219,0.028667,0.028542
0.2478,9.7145,-0.5698,0.0069,-0.0048,0.0437,27.2682,Mov02,Mov02,0.029177,0.000688,0.911083,0.029328,0.029723
0.249,9.7276,-0.571,0.0045,-0.0107,0.0429,27.2653,Mov02,Mov02,0.02815,0.000641,0.910043,0.029673,0.031492
0.2634,9.73,-0.583,0.0037,-0.0099,0.0402,27.2653,Mov02,Mov02,0.02606,0.000653,0.913549,0.028911,0.030827
0.2586,9.7408,-0.6093,0.0048,-0.0043,0.0373,27.2624,Mov02,Mov02,0.024022,0.000699,0.919346,0.027732,0.028201
0.255,9.7432,-0.5974,0.0059,0.0008,0.0362,27.2653,Mov02,Mov02,0.023532,0.000739,0.922318,0.026981,0.026428
0.2466,9.7384,-0.5866,0.0053,0.0013,0.0381,27.2682,Mov02,Mov02,0.024296,0.000734,0.920747,0.027388,0.026836
0.2478,9.742,-0.583,0.0051,-0.0019,0.0416,27.2594,Mov02,Mov02,0.026278,0.000695,0.916129,0.028356,0.028542
0.2562,9.7312,-0.5674,0.0075,-0.0051,0.0458,27.2624,Mov02,Mov02,0.030579,0.000671,0.909037,0.029537,0.030176
0.2622,9.7444,-0.5698,0.0088,-0.0104,0.0504,27.2653,Mov02,Mov02,0.034813,0.00062,0.901151,0.030871,0.032545
0.2622,9.7408,-0.5962,0.0093,-0.0147,0.0482,27.2624,Mov02,Mov02,0.033996,0.000609,0.901334,0.031002,0.033059
0.2646,9.7528,-0.6093,0.0112,-0.0133,0.0426,27.2682,Mov02,Mov02,0.031007,0.00064,0.90827,0.029556,0.030526
0.267,9.7707,-0.6009,0.0067,-0.0104,0.0378,27.2682,Mov02,Mov02,0.025657,0.000652,0.916333,0.028081,0.029277
0.267,9.7588,-0.5914,-0.0003,-0.0067,0.0352,27.2653,Mov02,Mov02,0.021343,0.000664,0.921507,0.027288,0.029197
0.2658,9.7252,-0.589,-0.0035,-0.0053,0.036,27.2653,Mov02,Mov02,0.020617,0.000672,0.920973,0.027642,0.030096
0.2705,9.7121,-0.5842,-0.0024,-0.0051,0.0381,27.2682,Mov02,Mov02,0.022031,0.000675,0.918605,0.02811,0.030579
0.261,9.7288,-0.5806,-0.0035,-0.0067,0.0408,27.2712,Mov02,Mov02,0.022857,0.000643,0.916003,0.02874,0.031758
0.2574,9.7312,-0.5854,-0.0035,-0.0064,0.044,27.2712,Mov02,Mov02,0.02422,0.00063,0.913173,0.029395,0.032582
0.2622,9.7396,-0.5878,-0.0059,-0.0104,0.044,27.2712,Mov02,Mov02,0.023541,0.000596,0.911847,0.029712,0.034304
0.2705,9.7576,-0.5926,-0.0115,-0.0117,0.0426,27.2712,Mov02,Mov02,0.020693,0.000567,0.913798,0.02934,0.035601
0.2741,9.7456,-0.5938,-0.0152,-0.0117,0.0397,27.2653,Mov02,Mov02,0.018341,0.00057,0.91649,0.028821,0.035778
0.2741,9.7336,-0.577,-0.0163,-0.0093,0.0354,27.2682,Mov02,Mov02,0.016576,0.000599,0.921011,0.027777,0.034037
0.2765,9.7456,-0.5686,-0.0147,-0.0064,0.0344,27.2624,Mov02,Mov02,0.016475,0.00062,0.92345,0.027111,0.032345
0.2598,9.7516,-0.5614,-0.0165,-0.0059,0.0341,27.2624,Mov02,Mov02,0.015844,0.000614,0.924168,0.027082,0.032292
0.2502,9.7444,-0.571,-0.0133,-0.0053,0.0352,27.2565,Mov02,Mov02,0.01706,0.000628,0.923191,0.027414,0.031707
0.2586,9.7336,-0.5818,-0.0072,-0.0043,0.0362,27.2594,Mov02,Mov02,0.019307,0.000659,0.921922,0.027562,0.03055
0.261,9.7241,-0.5806,-0.0024,-0.0032,0.0354,27.2682,Mov02,Mov02,0.020686,0.000692,0.922155,0.02735,0.029117
0.267,9.7456,-0.5734,-0.0024,-0.0016,0.0344,27.2653,Mov02,Mov02,0.020019,0.000696,0.924313,0.026708,0.028264
0.2693,9.7432,-0.571,-0.0035,0.0016,0.0341,27.2624,Mov02,Mov02,0.019281,0.000714,0.926003,0.026336,0.027666
0.2741,9.7372,-0.559,-0.0027,0.004,0.0336,27.2682,Mov02,Mov02,0.019288,0.000739,0.927108,0.025984,0.026882
0.2717,9.7432,-0.5483,-0.0035,0.0019,0.0328,27.2771,Mov02,Mov02,0.018974,0.000722,0.927058,0.025986,0.02726
0.2646,9.7384,-0.5638,-0.0051,-0.0024,0.0336,27.2682,Mov02,Mov02,0.019004,0.000687,0.924756,0.026705,0.028847
0.2705,9.7336,-0.5734,-0.0051,-0.0048,0.0352,27.2682,Mov02,Mov02,0.019767,0.000668,0.92226,0.027274,0.030031
0.2741,9.7348,-0.5842,-0.0035,-0.0048,0.037,27.2682,Mov02,Mov02,0.02097,0.000666,0.920502,0.027621,0.030241
0.2789,9.7288,-0.595,-0.0032,-0.0053,0.04,27.2682,Mov02,Mov02,0.022289,0.000655,0.917458,0.028303,0.031295
0.2765,9.73,-0.5997,-0.004,-0.0107,0.0437,27.2653,Mov02,Mov02,0.024163,0.000606,0.911447,0.029666,0.034118
0.2717,9.7348,-0.6189,-0.0003,-0.0093,0.0461,27.2653,Mov02,Mov02,0.026589,0.000616,0.909286,0.030057,0.033453
