Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Clase Real,Clase Predecida,Resultado Inferencia
-9.432,-0.8871,-1.8747,-0.0152,0.0088,0.0413,29.1271,Mov03,Mov03,0.996094
-9.4224,-0.899,-1.883,-0.0155,0.0091,0.0434,29.1212,Mov03,Mov03,0.996094
-9.4284,-0.8978,-1.8818,-0.0181,0.0109,0.0458,29.1212,Mov03,Mov03,0.996094
-9.4355,-0.899,-1.889,-0.0205,0.0128,0.0448,29.1182,Mov03,Mov03,0.996094
-9.4236,-0.9074,-1.8878,-0.0211,0.0128,0.0408,29.1212,Mov03,Mov03,0.996094
-9.3984,-0.8954,-1.9058,-0.02,0.0104,0.0386,29.1241,Mov03,Mov03,0.996094
-9.3805,-0.8847,-1.9082,-0.02,0.0104,0.0426,29.1212,Mov03,Mov03,0.996094
-9.3853,-0.8918,-1.9142,-0.0189,0.0112,0.0472,29.1241,Mov03,Mov03,0.996094
-9.3996,-0.9134,-1.9261,-0.0149,0.0088,0.0477,29.1271,Mov03,Mov03,0.996094
-9.402,-0.9038,-1.9166,-0.0112,0.004,0.0466,29.1271,Mov03,Mov03,0.996094
-9.4164,-0.8942,-1.8998,-0.0099,-0.0019,0.0437,29.1241,Mov03,Mov03,0.996094
-9.4164,-0.8859,-1.8723,-0.0104,-0.0064,0.0392,29.1241,Mov03,Mov03,0.996094
-9.4236,-0.8835,-1.8603,-0.0117,-0.0064,0.0362,29.1271,Mov03,Mov03,0.996094
-9.4188,-0.8727,-1.8615,-0.0147,0.0019,0.0386,29.1212,Mov03,Mov03,0.996094
-9.414,-0.8667,-1.8663,-0.0187,0.0131,0.0432,29.1241,Mov03,Mov03,0.996094
-9.42,-0.8775,-1.8771,-0.0208,0.0168,0.0445,29.1212,Mov03,Mov03,0.996094
-9.4008,-0.8811,-1.8986,-0.0203,0.0125,0.0408,29.1241,Mov03,Mov03,0.996094
-9.3613,-0.8906,-1.907,-0.0179,0.0027,0.037,29.1212,Mov03,Mov03,0.996094
-9.3134,-0.899,-1.9082,-0.0155,-0.0101,0.04,29.1212,Mov03,Mov03,0.996094
-9.3218,-0.9122,-1.907,-0.0144,-0.0136,0.0469,29.1212,Mov03,Mov03,0.996094
-9.3613,-0.9242,-1.8854,-0.0128,-0.0101,0.0576,29.1212,Mov03,Mov03,0.996094
-9.408,-0.9086,-1.8747,-0.0139,-0.0043,0.0632,29.1241,Mov03,Mov03,0.996094
-9.4511,-0.8942,-1.8806,-0.0176,0.0003,0.0621,29.1212,Mov03,Mov03,0.996094
-9.4691,-0.8727,-1.9022,-0.0197,0.0029,0.056,29.1212,Mov03,Mov03,0.996094
-9.4631,-0.8571,-1.8986,-0.0181,0.0011,0.0498,29.1153,Mov03,Mov03,0.996094
-9.4427,-0.8487,-1.9094,-0.0123,-0.004,0.0458,29.1241,Mov03,Mov03,0.996094
-9.426,-0.8487,-1.9022,-0.0056,-0.0088,0.0448,29.1241,Mov03,Mov03,0.996094
-9.4439,-0.8535,-1.883,-0.0013,-0.0128,0.0442,29.1241,Mov03,Mov03,0.996094
-9.4523,-0.8523,-1.8543,-0.0003,-0.012,0.0437,29.1182,Mov03,Mov03,0.996094
-9.4499,-0.8703,-1.8387,-0.0027,-0.008,0.041,29.1212,Mov03,Mov03,0.996094
-9.4367,-0.8703,-1.8459,-0.0067,-0.0027,0.041,29.1271,Mov03,Mov03,0.996094
-9.4547,-0.8655,-1.8447,-0.0096,0.0037,0.0442,29.1212,Mov03,Mov03,0.996094
-9.4607,-0.8655,-1.8627,-0.0117,0.0093,0.0461,29.1182,Mov03,Mov03,0.996094
-9.4583,-0.8452,-1.8747,-0.0139,0.0131,0.0456,29.1182,Mov03,Mov03,0.996094
-9.4595,-0.82,-1.9022,-0.0139,0.0136,0.0456,29.1182,Mov03,Mov03,0.996094
-9.4439,-0.8236,-1.9297,-0.0088,0.0139,0.0469,29.1212,Mov03,Mov03,0.996094
-9.432,-0.8332,-1.9393,-0.0013,0.0112,0.0464,29.1271,Mov03,Mov03,0.996094
-9.414,-0.844,-1.913,0.0032,0.0056,0.0448,29.1241,Mov03,Mov03,0.996094
-9.4116,-0.8535,-1.9142,0.0051,0.0005,0.0434,29.1212,Mov03,Mov03,0.996094
-9.4044,-0.8583,-1.8998,0.0037,-0.0008,0.0418,29.1241,Mov03,Mov03,0.996094
-9.3901,-0.8523,-1.8986,0.0,-0.0037,0.0402,29.1212,Mov03,Mov03,0.996094
-9.402,-0.8452,-1.9046,-0.0021,-0.0091,0.04,29.1153,Mov03,Mov03,0.996094
-9.4212,-0.8499,-1.9082,0.0003,-0.0125,0.041,29.1212,Mov03,Mov03,0.996094
-9.4463,-0.838,-1.9046,0.0043,-0.0125,0.041,29.1182,Mov03,Mov03,0.996094
-9.4715,-0.8284,-1.889,0.0048,-0.0115,0.0381,29.1212,Mov03,Mov03,0.996094
-9.4894,-0.8344,-1.8842,0.0021,-0.0088,0.0325,29.1182,Mov03,Mov03,0.996094
-9.4906,-0.8344,-1.8783,-0.0005,-0.0053,0.0256,29.1153,Mov03,Mov03,0.996094
-9.4763,-0.8416,-1.8735,-0.0021,-0.0056,0.0181,29.1182,Mov03,Mov03,0.996094
-9.4451,-0.8655,-1.8651,-0.0019,-0.0091,0.0128,29.1182,Mov03,Mov03,0.996094
-9.4188,-0.8823,-1.8507,-0.0013,-0.0093,0.0133,29.1153,Mov03,Mov03,0.996094
-9.3972,-0.8739,-1.8352,-0.0029,-0.0037,0.0197,29.1124,Mov03,Mov03,0.996094
-9.3901,-0.8583,-1.8495,-0.0083,0.0072,0.0301,29.1124,Mov03,Mov03,0.996094
-9.402,-0.8404,-1.8759,-0.0125,0.0181,0.0405,29.1124,Mov03,Mov03,0.996094
-9.4379,-0.8571,-1.9118,-0.012,0.0123,0.0394,29.1212,Mov03,Mov03,0.996094
-9.4595,-0.8727,-1.9213,-0.0053,0.0003,0.0298,29.1153,Mov03,Mov03,0.996094
-9.4332,-0.8559,-1.9201,0.0003,-0.004,0.0226,29.1124,Mov03,Mov03,0.996094
-9.3996,-0.8475,-1.8998,-0.0005,-0.004,0.024,29.1094,Mov03,Mov03,0.996094
-9.4056,-0.8751,-1.8866,-0.0013,-0.0021,0.0277,29.1065,Mov03,Mov03,0.996094
-9.4212,-0.8859,-1.8747,0.0011,0.0016,0.0312,29.1094,Mov03,Mov03,0.996094
-9.4248,-0.8727,-1.8723,0.0021,0.0061,0.0349,29.1065,Mov03,Mov03,0.996094
-9.4355,-0.8631,-1.8651,-0.0003,0.0096,0.0381,29.1094,Mov03,Mov03,0.996094
-9.4511,-0.8715,-1.8747,-0.0016,0.0067,0.0357,29.1094,Mov03,Mov03,0.996094
-9.4786,-0.8775,-1.8866,0.0,0.0021,0.0282,29.1153,Mov03,Mov03,0.996094
-9.4475,-0.8727,-1.8723,0.0027,0.0016,0.0226,29.1182,Mov03,Mov03,0.996094
-9.3925,-0.8595,-1.8651,0.0019,0.0072,0.0248,29.1182,Mov03,Mov03,0.996094
-9.3673,-0.8595,-1.8759,-0.0016,0.0115,0.032,29.1182,Mov03,Mov03,0.996094
-9.3805,-0.8643,-1.9034,-0.0013,0.0125,0.0384,29.1153,Mov03,Mov03,0.996094
-9.4056,-0.8607,-1.907,0.0011,0.0109,0.0397,29.1124,Mov03,Mov03,0.996094
-9.402,-0.8475,-1.8998,0.0016,0.0059,0.0376,29.1094,Mov03,Mov03,0.996094
-9.4068,-0.8535,-1.8902,-0.0005,0.0003,0.0341,29.1153,Mov03,Mov03,0.996094
-9.4308,-0.8523,-1.8902,-0.0019,-0.0032,0.0333,29.1153,Mov03,Mov03,0.996094
-9.4535,-0.8787,-1.8854,-0.0005,-0.0016,0.0336,29.1124,Mov03,Mov03,0.996094
-9.4391,-0.8954,-1.8759,0.0011,-0.0011,0.0328,29.1153,Mov03,Mov03,0.996094
-9.4367,-0.8835,-1.8699,-0.0019,-0.0003,0.032,29.1124,Mov03,Mov03,0.996094
-9.4391,-0.8811,-1.8735,-0.0067,0.0013,0.0314,29.1124,Mov03,Mov03,0.996094
-9.4332,-0.8966,-1.9034,-0.0067,0.0011,0.0288,29.1124,Mov03,Mov03,0.996094
-9.4272,-0.9002,-1.8866,-0.0035,-0.0005,0.0261,29.1124,Mov03,Mov03,0.996094
-9.4236,-0.8763,-1.8711,-0.0029,-0.0011,0.0274,29.1065,Mov03,Mov03,0.996094
-9.432,-0.844,-1.8675,-0.0085,0.0045,0.0333,29.1124,Mov03,Mov03,0.996094
-9.4391,-0.838,-1.8974,-0.0117,0.0085,0.0341,29.1065,Mov03,Mov03,0.996094
-9.4344,-0.8452,-1.9333,-0.0107,0.0067,0.0304,29.1124,Mov03,Mov03,0.996094
-9.4224,-0.8559,-1.9405,-0.0035,-0.0003,0.025,29.1094,Mov03,Mov03,0.996094
-9.3937,-0.8667,-1.9369,0.0037,-0.0072,0.0232,29.1094,Mov03,Mov03,0.996094
-9.3733,-0.8847,-1.9106,0.0051,-0.0107,0.0253,29.1124,Mov03,Mov03,0.996094
-9.3901,-0.9026,-1.8723,0.0008,-0.0144,0.0261,29.1124,Mov03,Mov03,0.996094
-9.4128,-0.9146,-1.8735,-0.0051,-0.0128,0.0253,29.1124,Mov03,Mov03,0.996094
-9.42,-0.9038,-1.8723,-0.0093,-0.0061,0.0248,29.1094,Mov03,Mov03,0.996094
-9.4056,-0.8966,-1.8842,-0.0125,-0.0011,0.028,29.1035,Mov03,Mov03,0.996094
-9.4176,-0.8811,-1.9034,-0.0112,-0.0003,0.0336,29.0976,Mov03,Mov03,0.996094
-9.4355,-0.8847,-1.9154,-0.0056,-0.0013,0.0368,29.0947,Mov03,Mov03,0.996094
-9.426,-0.8751,-1.913,-0.0016,-0.0019,0.037,29.1035,Mov03,Mov03,0.996094
-9.4224,-0.8643,-1.9034,-0.0008,-0.0037,0.0365,29.1065,Mov03,Mov03,0.996094
-9.4391,-0.8763,-1.9118,0.0005,-0.0067,0.0346,29.1065,Mov03,Mov03,0.996094
-9.4667,-0.8871,-1.9046,0.0035,-0.0117,0.0288,29.1094,Mov03,Mov03,0.996094
-9.4511,-0.8894,-1.8902,0.0053,-0.0147,0.0221,29.1124,Mov03,Mov03,0.996094
-9.42,-0.8906,-1.8866,0.0035,-0.0139,0.0189,29.1094,Mov03,Mov03,0.996094
-9.3841,-0.9134,-1.889,0.0016,-0.0112,0.0197,29.1065,Mov03,Mov03,0.996094
-9.3541,-0.929,-1.8854,0.0011,-0.0083,0.0253,29.1035,Mov03,Mov03,0.996094
-9.341,-0.9254,-1.883,0.0003,-0.0072,0.0336,29.1065,Mov03,Mov03,0.996094
-9.3625,-0.917,-1.8854,0.0003,-0.008,0.0386,29.1006,Mov03,Mov03,0.996094
-9.3901,-0.9134,-1.8735,0.0016,-0.0117,0.041,29.1006,Mov03,Mov03,0.996094
-9.4068,-0.905,-1.8579,0.0005,-0.0173,0.0392,29.1035,Mov03,Mov03,0.996094
-9.4272,-0.893,-1.8567,-0.0019,-0.0248,0.0352,29.1035,Mov03,Mov03,0.996094
-9.4463,-0.8906,-1.8579,-0.0037,-0.0285,0.0312,29.1035,Mov03,Mov03,0.996094
-9.4415,-0.8918,-1.8555,-0.0037,-0.0253,0.0298,29.1035,Mov03,Mov03,0.996094
-9.4308,-0.8978,-1.8435,-0.0021,-0.0168,0.0328,29.1035,Mov03,Mov03,0.996094
-9.4367,-0.8847,-1.8411,-0.0013,-0.0085,0.0381,29.1035,Mov03,Mov03,0.996094
-9.4547,-0.8859,-1.8375,-0.0013,-0.0056,0.04,29.1065,Mov03,Mov03,0.996094
-9.4475,-0.8871,-1.8316,-0.0019,-0.0048,0.0376,29.1065,Mov03,Mov03,0.996094
-9.3805,-0.8775,-1.8375,-0.0019,0.0011,0.0368,29.1035,Mov03,Mov03,0.996094
-9.3673,-0.8811,-1.8579,-0.0013,0.0061,0.0485,29.1035,Mov03,Mov03,0.996094
-9.4116,-0.893,-1.8591,0.0013,0.0077,0.0554,29.0976,Mov03,Mov03,0.996094
-9.4391,-0.893,-1.8735,0.0013,0.0024,0.049,29.1006,Mov03,Mov03,0.996094
-9.4798,-0.8966,-1.8603,0.0003,-0.012,0.0368,29.1035,Mov03,Mov03,0.996094
-9.481,-0.9038,-1.8543,0.0024,-0.0131,0.0277,29.1035,Mov03,Mov03,0.996094
-9.4463,-0.8954,-1.8399,0.0027,-0.0067,0.0285,29.1035,Mov03,Mov03,0.996094
-9.414,-0.8847,-1.8364,-0.0021,0.0003,0.036,29.1065,Mov03,Mov03,0.996094
-9.4116,-0.8787,-1.8663,-0.0059,0.0053,0.0429,29.1124,Mov03,Mov03,0.996094
-9.4332,-0.8763,-1.8866,-0.0035,0.0061,0.0456,29.1153,Mov03,Mov03,0.996094
-9.4487,-0.8763,-1.8878,0.0013,0.0021,0.0432,29.1124,Mov03,Mov03,0.996094
-9.4595,-0.8787,-1.8866,0.0064,-0.0037,0.0362,29.1153,Mov03,Mov03,0.996094
-9.4643,-0.8787,-1.8687,0.0091,-0.0085,0.0301,29.1124,Mov03,Mov03,0.996094
-9.4583,-0.8918,-1.8495,0.008,-0.0101,0.0258,29.1153,Mov03,Mov03,0.996094
-9.4523,-0.9098,-1.8447,0.0069,-0.0117,0.0213,29.1153,Mov03,Mov03,0.996094
-9.4224,-0.9122,-1.8232,0.0056,-0.0091,0.0218,29.1094,Mov03,Mov03,0.996094
-9.4032,-0.9074,-1.8148,0.0035,-0.0013,0.0269,29.1094,Mov03,Mov03,0.996094
-9.3913,-0.8942,-1.822,0.0005,0.0059,0.0349,29.1035,Mov03,Mov03,0.996094
-9.3996,-0.8859,-1.8459,-0.0003,0.008,0.0402,29.1035,Mov03,Mov03,0.996094
-9.4104,-0.8918,-1.8579,0.0016,0.0064,0.0413,29.1065,Mov03,Mov03,0.996094
-9.414,-0.8954,-1.8603,0.0053,0.0021,0.0394,29.1035,Mov03,Mov03,0.996094
-9.4044,-0.905,-1.8471,0.0061,-0.0045,0.0352,29.1035,Mov03,Mov03,0.996094
-9.4056,-0.911,-1.8244,0.0029,-0.0096,0.032,29.1124,Mov03,Mov03,0.996094
-9.4188,-0.9182,-1.8256,-0.0024,-0.0069,0.0301,29.1065,Mov03,Mov03,0.996094
-9.4116,-0.9158,-1.8304,-0.0075,-0.0003,0.0296,29.1035,Mov03,Mov03,0.996094
-9.4056,-0.8978,-1.8435,-0.0104,0.004,0.032,29.1006,Mov03,Mov03,0.996094
-9.4116,-0.893,-1.8723,-0.0069,0.0048,0.0376,29.0976,Mov03,Mov03,0.996094
-9.4355,-0.899,-1.8842,0.0021,0.0003,0.0402,29.1006,Mov03,Mov03,0.996094
-9.4547,-0.8787,-1.8687,0.0093,-0.0064,0.0373,29.0918,Mov03,Mov03,0.996094
-9.4619,-0.8715,-1.8292,0.0088,-0.0104,0.0293,29.0918,Mov03,Mov03,0.996094
-9.4511,-0.8763,-1.8172,0.0045,-0.0093,0.024,29.0918,Mov03,Mov03,0.996094
-9.4332,-0.893,-1.8256,0.0,-0.0043,0.0216,29.0888,Mov03,Mov03,0.996094
-9.4104,-0.9158,-1.822,-0.0011,-0.0005,0.025,29.0888,Mov03,Mov03,0.996094
-9.4008,-0.9313,-1.8052,0.0005,0.0019,0.0322,29.0829,Mov03,Mov03,0.996094
-9.4008,-0.9337,-1.7873,-0.0029,0.0021,0.037,29.0888,Mov03,Mov03,0.996094
-9.3948,-0.9325,-1.7813,-0.0128,0.0016,0.036,29.0859,Mov03,Mov03,0.996094
-9.3996,-0.9361,-1.798,-0.0234,0.0021,0.033,29.0976,Mov03,Mov03,0.996094
-9.3901,-0.9278,-1.8411,-0.029,0.004,0.0328,29.0976,Mov03,Mov03,0.996094
-9.3972,-0.9158,-1.8735,-0.0266,0.0056,0.0365,29.1006,Mov03,Mov03,0.996094
-9.4236,-0.8942,-1.8866,-0.0195,0.0029,0.041,29.1006,Mov03,Mov03,0.996094
-9.4643,-0.8715,-1.889,-0.0123,-0.0008,0.0429,29.1006,Mov03,Mov03,0.996094
-9.505,-0.8535,-1.8854,-0.0072,-0.0029,0.0386,29.0947,Mov03,Mov03,0.996094
-9.5086,-0.8571,-1.883,-0.0051,-0.0029,0.0301,29.0976,Mov03,Mov03,0.996094
-9.481,-0.8715,-1.8747,-0.0048,-0.0035,0.0218,29.0976,Mov03,Mov03,0.996094
-9.4487,-0.8906,-1.8771,-0.0021,-0.0037,0.0184,29.1006,Mov03,Mov03,0.996094
-9.414,-0.917,-1.8759,0.0032,-0.0029,0.0195,29.1006,Mov03,Mov03,0.996094
-9.3685,-0.9313,-1.8507,0.0064,-0.0027,0.0229,29.1035,Mov03,Mov03,0.996094
-9.3482,-0.9242,-1.8256,0.0032,-0.0011,0.0274,29.1094,Mov03,Mov03,0.996094
-9.3613,-0.9278,-1.8304,-0.0027,0.0008,0.0322,29.1006,Mov03,Mov03,0.996094
-9.3733,-0.9373,-1.8375,-0.0061,-0.0005,0.0352,29.1065,Mov03,Mov03,0.996094
-9.3841,-0.9337,-1.8423,-0.0059,-0.0032,0.036,29.1065,Mov03,Mov03,0.996094
-9.4104,-0.9206,-1.8375,-0.0037,-0.0053,0.0378,29.1006,Mov03,Mov03,0.996094
-9.4224,-0.9182,-1.8387,-0.0035,-0.0035,0.0405,29.0947,Mov03,Mov03,0.996094
-9.426,-0.9062,-1.8375,-0.0051,-0.0011,0.04,29.0947,Mov03,Mov03,0.996094
-9.4463,-0.9026,-1.8519,-0.0069,-0.0013,0.0378,29.1006,Mov03,Mov03,0.996094
-9.4559,-0.9026,-1.8687,-0.0064,-0.0019,0.0349,29.0947,Mov03,Mov03,0.996094
-9.4475,-0.9014,-1.8615,-0.0035,-0.0019,0.033,29.0947,Mov03,Mov03,0.996094
-9.4308,-0.8882,-1.8519,-0.0013,-0.0024,0.0346,29.1006,Mov03,Mov03,0.996094
-9.4367,-0.893,-1.8615,-0.0005,-0.0019,0.0381,29.0976,Mov03,Mov03,0.996094
-9.4487,-0.9134,-1.8675,0.0024,0.0003,0.0386,29.0918,Mov03,Mov03,0.996094
-9.4355,-0.9242,-1.8663,0.0064,0.0024,0.0357,29.0859,Mov03,Mov03,0.996094
-9.4128,-0.9337,-1.8555,0.0085,0.0029,0.0349,29.0829,Mov03,Mov03,0.996094
-9.408,-0.9325,-1.8411,0.0085,-0.0005,0.0346,29.0859,Mov03,Mov03,0.996094
-9.42,-0.9505,-1.8256,0.0075,-0.0083,0.0314,29.0859,Mov03,Mov03,0.996094
-9.4116,-0.9613,-1.8052,0.0037,-0.0136,0.0253,29.08,Mov03,Mov03,0.996094
-9.3829,-0.9469,-1.7861,-0.0053,-0.0096,0.025,29.0829,Mov03,Mov03,0.996094
-9.3637,-0.9242,-1.7873,-0.0165,0.0019,0.0328,29.08,Mov03,Mov03,0.996094
-9.3889,-0.917,-1.8172,-0.0226,0.0107,0.0416,29.08,Mov03,Mov03,0.996094
-9.4284,-0.911,-1.8543,-0.0195,0.0133,0.0453,29.0859,Mov03,Mov03,0.996094
-9.4607,-0.8859,-1.8783,-0.012,0.0109,0.0432,29.0859,Mov03,Mov03,0.996094
-9.4619,-0.8775,-1.8783,-0.0075,0.0043,0.0362,29.0888,Mov03,Mov03,0.996094
-9.4583,-0.8835,-1.8603,-0.0056,-0.0077,0.025,29.0888,Mov03,Mov03,0.996094
-9.4367,-0.8978,-1.8471,-0.0075,-0.0157,0.016,29.0918,Mov03,Mov03,0.996094
-9.408,-0.917,-1.8352,-0.0107,-0.0179,0.0133,29.0947,Mov03,Mov03,0.996094
-9.3805,-0.9373,-1.822,-0.0168,-0.0226,0.0128,29.0888,Mov03,Mov03,0.996094
-9.396,-0.9385,-1.822,-0.0232,-0.0298,0.0107,29.1006,Mov03,Mov03,0.996094
-9.4176,-0.9469,-1.8495,-0.0234,-0.0317,0.0096,29.1006,Mov03,Mov03,0.996094
-9.3996,-0.9457,-1.8495,-0.0168,-0.025,0.0141,29.0976,Mov03,Mov03,0.996094
-9.3805,-0.9254,-1.8352,-0.0109,-0.0141,0.0261,29.0918,Mov03,Mov03,0.996094
-9.3925,-0.923,-1.8208,-0.0077,-0.0088,0.0365,29.0918,Mov03,Mov03,0.996094
-9.4332,-0.9254,-1.8196,-0.0067,-0.0101,0.0386,29.0918,Mov03,Mov03,0.996094
-9.4523,-0.9373,-1.81,-0.0077,-0.0157,0.0306,29.0918,Mov03,Mov03,0.996094
-9.4403,-0.9373,-1.7992,-0.0101,-0.0187,0.0218,29.0918,Mov03,Mov03,0.996094
-9.408,-0.9349,-1.8148,-0.0131,-0.0163,0.0205,29.0947,Mov03,Mov03,0.996094
-9.4116,-0.9242,-1.8244,-0.0144,-0.0043,0.0293,29.0888,Mov03,Mov03,0.996094
-9.4403,-0.923,-1.8579,-0.0128,0.0029,0.0368,29.0918,Mov03,Mov03,0.996094
-9.4571,-0.9206,-1.8794,-0.0075,0.0043,0.0362,29.0918,Mov03,Mov03,0.996094
-9.4667,-0.9158,-1.8747,-0.0011,-0.0011,0.0296,29.0947,Mov03,Mov03,0.996094
-9.4499,-0.9349,-1.8567,0.0061,-0.012,0.0205,29.0976,Mov03,Mov03,0.996094
-9.4128,-0.9744,-1.8268,0.0123,-0.0248,0.0131,29.0976,Mov03,Mov03,0.996094
-9.3853,-0.984,-1.7849,0.0123,-0.0272,0.0139,29.0976,Mov03,Mov03,0.996094
-9.3637,-0.9697,-1.737,0.0043,-0.016,0.024,29.1006,Mov03,Mov03,0.996094
-9.3673,-0.9517,-1.7298,-0.0099,0.0008,0.0365,29.0976,Mov03,Mov03,0.996094
-9.4104,-0.9313,-1.7681,-0.0218,0.0128,0.0442,29.0859,Mov03,Mov03,0.996094
-9.4583,-0.9266,-1.828,-0.0234,0.0173,0.0469,29.0859,Mov03,Mov03,0.996094
-9.4954,-0.9194,-1.8687,-0.0149,0.0136,0.045,29.0859,Mov03,Mov03,0.996094
-9.505,-0.9134,-1.8687,-0.0021,0.0027,0.0389,29.0888,Mov03,Mov03,0.996094
-9.4882,-0.9158,-1.8387,0.0067,-0.0059,0.0306,29.0859,Mov03,Mov03,0.996094
-9.4691,-0.9182,-1.8184,0.0104,-0.0088,0.024,29.0829,Mov03,Mov03,0.996094
-9.4344,-0.9337,-1.7992,0.0091,-0.0051,0.0216,29.0829,Mov03,Mov03,0.996094
-9.4152,-0.9409,-1.798,0.0048,-0.0021,0.0221,29.0859,Mov03,Mov03,0.996094
-9.4152,-0.9493,-1.8016,0.0011,-0.0011,0.0245,29.08,Mov03,Mov03,0.996094
-9.4176,-0.9469,-1.7992,-0.0008,-0.0005,0.0258,29.0771,Mov03,Mov03,0.996094
-9.4068,-0.9481,-1.8028,-0.0024,0.0,0.0264,29.0771,Mov03,Mov03,0.996094
-9.3889,-0.9445,-1.8076,-0.0035,0.004,0.0306,29.0771,Mov03,Mov03,0.996094
-9.3877,-0.9577,-1.8064,-0.0035,0.0067,0.0386,29.0741,Mov03,Mov03,0.996094
-9.4068,-0.9625,-1.816,-0.0008,0.0069,0.0437,29.0741,Mov03,Mov03,0.996094
-9.4284,-0.9577,-1.8232,0.0037,0.0024,0.044,29.08,Mov03,Mov03,0.996094
-9.4248,-0.9325,-1.8004,0.0053,-0.0024,0.0416,29.0829,Mov03,Mov03,0.996094
-9.414,-0.9146,-1.7777,-0.0021,-0.0032,0.0397,29.0829,Mov03,Mov03,0.996094
-9.4188,-0.9146,-1.8016,-0.0091,-0.0032,0.0365,29.0829,Mov03,Mov03,0.996094
-9.4487,-0.911,-1.8136,-0.0144,-0.0035,0.0317,29.0859,Mov03,Mov03,0.996094
-9.4715,-0.9325,-1.8364,-0.0147,0.0,0.0282,29.0741,Mov03,Mov03,0.996094
-9.4559,-0.9517,-1.8567,-0.0093,0.004,0.0277,29.0741,Mov03,Mov03,0.996094
-9.4344,-0.9685,-1.8567,-0.0019,0.0013,0.0272,29.0829,Mov03,Mov03,0.996094
-9.4104,-0.9649,-1.8435,0.0027,-0.0045,0.0266,29.0771,Mov03,Mov03,0.996094
-9.402,-0.9565,-1.8447,0.0043,-0.0088,0.0269,29.08,Mov03,Mov03,0.996094
-9.3984,-0.9613,-1.8208,0.0051,-0.0083,0.0274,29.08,Mov03,Mov03,0.996094
-9.402,-0.9661,-1.8316,0.0056,-0.008,0.0306,29.08,Mov03,Mov03,0.996094
-9.432,-0.9601,-1.8364,0.0099,-0.0059,0.0365,29.0712,Mov03,Mov03,0.996094
-9.4691,-0.9565,-1.8136,0.0163,-0.0045,0.0378,29.0682,Mov03,Mov03,0.996094
-9.487,-0.9493,-1.7717,0.0155,-0.004,0.0293,29.0682,Mov03,Mov03,0.996094
-9.4607,-0.9325,-1.7406,0.0037,-0.0043,0.0176,29.0653,Mov03,Mov03,0.996094
-9.42,-0.9445,-1.7358,-0.012,0.0032,0.0123,29.0682,Mov03,Mov03,0.996094
-9.3637,-0.9637,-1.7585,-0.0224,0.0139,0.0168,29.0653,Mov03,Mov03,0.996094
-9.3386,-0.9816,-1.8112,-0.0234,0.0181,0.0261,29.0712,Mov03,Mov03,0.996094
-9.3613,-0.9912,-1.8639,-0.0141,0.0115,0.0344,29.0741,Mov03,Mov03,0.996094
-9.3901,-0.9972,-1.8615,-0.0035,0.0008,0.036,29.0682,Mov03,Mov03,0.996094
-9.3937,-0.9972,-1.804,-0.0008,-0.0083,0.0309,29.0682,Mov03,Mov03,0.996094
-9.3709,-0.9936,-1.7442,-0.0112,-0.0125,0.0237,29.0712,Mov03,Mov03,0.996094
-9.3673,-0.9744,-1.737,-0.0274,-0.0192,0.0192,29.0741,Mov03,Mov03,0.996094
-9.3877,-0.9565,-1.7957,-0.0437,-0.0242,0.0139,29.0712,Mov03,Mov03,0.996094
-9.3877,-0.9589,-1.8771,-0.0448,-0.0301,0.0117,29.0741,Mov03,Mov03,0.996094
-9.4092,-0.9469,-1.9429,-0.0288,-0.0317,0.0176,29.0682,Mov03,Mov03,0.996094
-9.4427,-0.9397,-1.9585,0.0003,-0.0304,0.0296,29.0624,Mov03,Mov03,0.996094
-9.493,-0.9301,-1.9321,0.0269,-0.0242,0.0402,29.0712,Mov03,Mov03,0.996094
-9.517,-0.9553,-1.8352,0.0405,-0.0253,0.0402,29.0653,Mov03,Mov03,0.996094
-9.5409,-0.9792,-1.7418,0.0381,-0.0274,0.0245,29.0653,Mov03,Mov03,0.996094
-9.4894,-0.9876,-1.6783,0.0226,-0.02,0.0083,29.0624,Mov03,Mov03,0.996094
-9.3877,-0.9972,-1.6592,0.0,-0.0027,0.0051,29.0565,Mov03,Mov03,0.996094
-9.335,-0.9984,-1.7178,-0.0176,0.0128,0.0168,29.0653,Mov03,Mov03,0.996094
-9.3673,-1.0044,-1.8064,-0.0187,0.0232,0.0304,29.0624,Mov03,Mov03,0.996094
-9.3793,-1.0235,-1.8783,-0.0027,0.0213,0.037,29.0653,Mov03,Mov03,0.996094
-9.3673,-1.0032,-1.8962,0.0189,0.0064,0.04,29.0682,Mov03,Mov03,0.996094
-9.3781,-0.9804,-1.8603,0.0333,-0.0125,0.0405,29.0712,Mov03,Mov03,0.996094
-9.3972,-0.9816,-1.8088,0.0373,-0.0248,0.0368,29.0712,Mov03,Mov03,0.996094
-9.4068,-0.9888,-1.7549,0.0314,-0.0277,0.0285,29.0624,Mov03,Mov03,0.996094
-9.3948,-0.9912,-1.7142,0.0168,-0.0248,0.0245,29.0594,Mov03,Mov03,0.996094
-9.3937,-1.0032,-1.7023,-0.0016,-0.0091,0.029,29.0653,Mov03,Mov03,0.996094
-9.4008,-1.0044,-1.7538,-0.0115,0.0045,0.0378,29.0682,Mov03,Mov03,0.996094
-9.4068,-0.9996,-1.7968,-0.0077,0.0075,0.0432,29.0712,Mov03,Mov03,0.996094
