Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Clase Real,Clase Predecida,Resultado Inferencia
-1.2414,0.018,8.8717,-0.0045,0.0,0.036,28.6241,Mov00,Mov00,0.996094
-1.2438,0.0227,8.8621,-0.0045,0.0003,0.036,28.6271,Mov00,Mov00,0.996094
-1.245,0.018,8.8645,-0.0048,0.0008,0.036,28.63,Mov00,Mov00,0.996094
-1.2462,0.0108,8.8681,-0.0045,0.0,0.0354,28.6329,Mov00,Mov00,0.996094
-1.239,0.0132,8.8741,-0.0043,0.0003,0.0357,28.6271,Mov00,Mov00,0.996094
-1.239,0.0168,8.8813,-0.0043,0.0005,0.036,28.6271,Mov00,Mov00,0.996094
-1.239,0.0192,8.8705,-0.0043,0.0003,0.036,28.6271,Mov00,Mov00,0.996094
-1.2414,0.0251,8.8849,-0.0043,0.0,0.0362,28.6271,Mov00,Mov00,0.996094
-1.239,0.0204,8.8885,-0.0043,0.0005,0.036,28.6271,Mov00,Mov00,0.996094
-1.2378,0.0239,8.8873,-0.0043,0.0005,0.036,28.6329,Mov00,Mov00,0.996094
-1.2378,0.0239,8.8801,-0.004,0.0005,0.0354,28.6388,Mov00,Mov00,0.996094
-1.2366,0.0239,8.8765,-0.004,0.0003,0.0357,28.6388,Mov00,Mov00,0.996094
-1.239,0.0227,8.8729,-0.004,0.0005,0.0357,28.6329,Mov00,Mov00,0.996094
-1.239,0.0204,8.8825,-0.0043,0.0003,0.0357,28.63,Mov00,Mov00,0.996094
-1.2426,0.0227,8.8765,-0.0043,0.0005,0.036,28.63,Mov00,Mov00,0.996094
-1.2402,0.018,8.8765,-0.004,0.0003,0.036,28.6329,Mov00,Mov00,0.996094
-1.2378,0.0168,8.8777,-0.0045,0.0005,0.036,28.6359,Mov00,Mov00,0.996094
-1.239,0.012,8.8789,-0.0045,0.0,0.0357,28.63,Mov00,Mov00,0.996094
-1.2378,0.0072,8.8777,-0.0045,0.0005,0.0357,28.6359,Mov00,Mov00,0.996094
-1.2342,0.012,8.8753,-0.0048,0.0008,0.036,28.6388,Mov00,Mov00,0.996094
-1.2342,0.018,8.8705,-0.0045,0.0003,0.0362,28.6418,Mov00,Mov00,0.996094
-1.2378,0.0227,8.8717,-0.0043,-0.0003,0.0357,28.6418,Mov00,Mov00,0.996094
-1.2366,0.0192,8.8717,-0.0043,0.0,0.0357,28.6388,Mov00,Mov00,0.996094
-1.2402,0.0072,8.8621,-0.0043,0.0,0.0357,28.6388,Mov00,Mov00,0.996094
-1.2294,0.012,8.855,-0.0045,-0.0003,0.0354,28.6359,Mov00,Mov00,0.996094
-1.233,0.0144,8.8681,-0.0045,0.0,0.0354,28.6359,Mov00,Mov00,0.996094
-1.2354,0.0156,8.8729,-0.0048,0.0,0.0357,28.63,Mov00,Mov00,0.996094
-1.2354,0.018,8.8753,-0.0048,0.0,0.0354,28.6271,Mov00,Mov00,0.996094
-1.2426,0.0144,8.8825,-0.0048,-0.0003,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2438,0.0192,8.8837,-0.0048,-0.0003,0.0357,28.6212,Mov00,Mov00,0.996094
-1.239,0.0192,8.8777,-0.0048,-0.0003,0.0357,28.6182,Mov00,Mov00,0.996094
-1.2378,0.0192,8.8777,-0.0045,-0.0003,0.0357,28.6241,Mov00,Mov00,0.996094
-1.2342,0.0108,8.8681,-0.0045,0.0003,0.0357,28.6241,Mov00,Mov00,0.996094
-1.2282,0.0156,8.8657,-0.0045,0.0005,0.036,28.63,Mov00,Mov00,0.996094
-1.2354,0.0156,8.8729,-0.0048,0.0005,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2342,0.0144,8.8562,-0.0048,0.0,0.0354,28.63,Mov00,Mov00,0.996094
-1.2306,0.018,8.8657,-0.0048,0.0003,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2294,0.0227,8.8669,-0.0051,-0.0003,0.0357,28.6329,Mov00,Mov00,0.996094
-1.239,0.0263,8.8705,-0.0048,-0.0003,0.0354,28.6329,Mov00,Mov00,0.996094
-1.2402,0.0215,8.8585,-0.0045,-0.0003,0.0357,28.6329,Mov00,Mov00,0.996094
-1.239,0.0204,8.8657,-0.0043,0.0,0.0357,28.6329,Mov00,Mov00,0.996094
-1.2426,0.0215,8.8717,-0.0045,-0.0003,0.036,28.6359,Mov00,Mov00,0.996094
-1.2414,0.0227,8.8621,-0.0045,-0.0003,0.036,28.6329,Mov00,Mov00,0.996094
-1.2426,0.0192,8.8562,-0.0045,0.0,0.036,28.6388,Mov00,Mov00,0.996094
-1.245,0.0204,8.8526,-0.0043,0.0,0.036,28.6359,Mov00,Mov00,0.996094
-1.2522,0.0204,8.8573,-0.004,0.0,0.036,28.6271,Mov00,Mov00,0.996094
-1.2474,0.0156,8.855,-0.0043,0.0003,0.0357,28.63,Mov00,Mov00,0.996094
-1.2426,0.018,8.8514,-0.0045,0.0003,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2486,0.0132,8.8585,-0.0045,0.0,0.036,28.6241,Mov00,Mov00,0.996094
-1.2378,0.012,8.8585,-0.0045,0.0003,0.036,28.6241,Mov00,Mov00,0.996094
-1.227,0.0156,8.8585,-0.0048,0.0,0.036,28.6212,Mov00,Mov00,0.996094
-1.2294,0.0168,8.8681,-0.0043,0.0,0.036,28.6241,Mov00,Mov00,0.996094
-1.2342,0.0096,8.8657,-0.0045,-0.0005,0.0357,28.6182,Mov00,Mov00,0.996094
-1.2366,0.0192,8.8681,-0.0043,-0.0003,0.0357,28.6182,Mov00,Mov00,0.996094
-1.2294,0.0108,8.8693,-0.0048,-0.0005,0.0357,28.6212,Mov00,Mov00,0.996094
-1.2306,0.006,8.8645,-0.0045,-0.0003,0.036,28.6212,Mov00,Mov00,0.996094
-1.233,0.0072,8.8597,-0.0048,0.0,0.036,28.6271,Mov00,Mov00,0.996094
-1.2318,0.012,8.8466,-0.0048,0.0003,0.036,28.6271,Mov00,Mov00,0.996094
-1.2306,0.018,8.8514,-0.0048,0.0,0.0357,28.6329,Mov00,Mov00,0.996094
-1.2282,0.0239,8.8406,-0.0048,0.0003,0.036,28.63,Mov00,Mov00,0.996094
-1.2318,0.0192,8.8478,-0.0045,0.0003,0.036,28.63,Mov00,Mov00,0.996094
-1.2306,0.012,8.8597,-0.0045,0.0,0.036,28.63,Mov00,Mov00,0.996094
-1.2282,0.0096,8.8621,-0.0045,0.0003,0.0362,28.6241,Mov00,Mov00,0.996094
-1.2198,0.0108,8.8609,-0.0043,0.0,0.036,28.63,Mov00,Mov00,0.996094
-1.2246,0.0132,8.8609,-0.0045,-0.0003,0.0362,28.6271,Mov00,Mov00,0.996094
-1.2318,0.012,8.8693,-0.0045,-0.0003,0.0362,28.6241,Mov00,Mov00,0.996094
-1.227,0.0156,8.8705,-0.0048,0.0003,0.0362,28.6241,Mov00,Mov00,0.996094
-1.233,0.0156,8.8681,-0.0051,-0.0003,0.0362,28.63,Mov00,Mov00,0.996094
-1.2294,0.0156,8.8645,-0.0048,0.0,0.0365,28.63,Mov00,Mov00,0.996094
-1.2318,0.012,8.8753,-0.0051,0.0005,0.0362,28.63,Mov00,Mov00,0.996094
-1.2342,0.0144,8.8765,-0.0048,0.0003,0.036,28.63,Mov00,Mov00,0.996094
-1.2306,0.006,8.8597,-0.0045,0.0,0.0362,28.6271,Mov00,Mov00,0.996094
-1.2366,0.0096,8.8573,-0.0045,0.0003,0.036,28.63,Mov00,Mov00,0.996094
-1.2318,0.0168,8.8597,-0.0048,0.0,0.036,28.6329,Mov00,Mov00,0.996094
-1.2318,0.0215,8.8562,-0.0043,0.0003,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2378,0.0251,8.8621,-0.0043,0.0,0.036,28.6241,Mov00,Mov00,0.996094
-1.2354,0.0323,8.8681,-0.0045,0.0003,0.036,28.6212,Mov00,Mov00,0.996094
-1.2342,0.0275,8.8717,-0.0045,-0.0003,0.036,28.6271,Mov00,Mov00,0.996094
-1.2318,0.0275,8.8562,-0.0043,0.0003,0.036,28.6241,Mov00,Mov00,0.996094
-1.233,0.0299,8.8645,-0.0043,0.0003,0.0357,28.6212,Mov00,Mov00,0.996094
-1.2282,0.0311,8.8729,-0.0048,0.0003,0.0357,28.6241,Mov00,Mov00,0.996094
-1.227,0.0287,8.8801,-0.0043,0.0003,0.0354,28.6212,Mov00,Mov00,0.996094
-1.2342,0.0204,8.8645,-0.0045,0.0,0.0354,28.6182,Mov00,Mov00,0.996094
-1.2426,0.018,8.8657,-0.0043,0.0003,0.036,28.6182,Mov00,Mov00,0.996094
-1.2378,0.018,8.8705,-0.0045,0.0003,0.0354,28.6212,Mov00,Mov00,0.996094
-1.245,0.0156,8.8681,-0.0045,0.0003,0.0352,28.6271,Mov00,Mov00,0.996094
-1.239,0.0144,8.8645,-0.0045,0.0003,0.0354,28.6241,Mov00,Mov00,0.996094
-1.2342,0.018,8.8669,-0.0045,0.0003,0.0354,28.63,Mov00,Mov00,0.996094
-1.2354,0.0156,8.8813,-0.0051,0.0003,0.0357,28.6241,Mov00,Mov00,0.996094
-1.2342,0.0156,8.8777,-0.0048,0.0005,0.0354,28.6212,Mov00,Mov00,0.996094
-1.2354,0.018,8.8693,-0.0048,0.0003,0.0357,28.6212,Mov00,Mov00,0.996094
-1.2342,0.0108,8.8765,-0.0045,0.0008,0.0354,28.6212,Mov00,Mov00,0.996094
-1.2354,0.0144,8.8645,-0.0048,0.0005,0.036,28.6182,Mov00,Mov00,0.996094
-1.2354,0.0108,8.8573,-0.0048,0.0005,0.036,28.6153,Mov00,Mov00,0.996094
-1.239,0.0168,8.8693,-0.0053,0.0003,0.0357,28.6212,Mov00,Mov00,0.996094
-1.2426,0.0156,8.8645,-0.0051,0.0,0.036,28.6212,Mov00,Mov00,0.996094
-1.239,0.0084,8.8729,-0.0048,0.0,0.036,28.6212,Mov00,Mov00,0.996094
-1.2378,0.0072,8.8681,-0.0048,0.0003,0.0357,28.6241,Mov00,Mov00,0.996094
-1.2342,0.0132,8.8633,-0.0045,0.0,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2366,0.0084,8.8705,-0.0045,0.0003,0.036,28.6271,Mov00,Mov00,0.996094
-1.2318,0.0048,8.8645,-0.0043,0.0005,0.036,28.6271,Mov00,Mov00,0.996094
-1.2342,0.0096,8.8729,-0.0045,0.0005,0.036,28.6241,Mov00,Mov00,0.996094
-1.2378,0.012,8.8633,-0.0045,0.0003,0.0362,28.6241,Mov00,Mov00,0.996094
-1.245,0.0096,8.8609,-0.0043,0.0,0.0362,28.6241,Mov00,Mov00,0.996094
-1.2462,0.0132,8.8585,-0.0045,0.0005,0.036,28.6212,Mov00,Mov00,0.996094
-1.2414,0.0168,8.8597,-0.0048,0.0003,0.0357,28.6212,Mov00,Mov00,0.996094
-1.2378,0.0168,8.8633,-0.0045,0.0005,0.0352,28.6271,Mov00,Mov00,0.996094
-1.2378,0.012,8.8562,-0.0051,0.0008,0.0352,28.6271,Mov00,Mov00,0.996094
-1.2318,0.0096,8.8454,-0.0053,0.0008,0.0354,28.63,Mov00,Mov00,0.996094
-1.2318,0.0132,8.8717,-0.0053,0.0011,0.0357,28.6329,Mov00,Mov00,0.996094
-1.2354,0.0144,8.8741,-0.0051,0.0008,0.0354,28.6271,Mov00,Mov00,0.996094
-1.2318,0.0215,8.8777,-0.0048,0.0003,0.0354,28.6271,Mov00,Mov00,0.996094
-1.2342,0.0251,8.8717,-0.0048,0.0003,0.0357,28.6271,Mov00,Mov00,0.996094
-1.245,0.0251,8.8621,-0.0048,0.0005,0.0352,28.6359,Mov00,Mov00,0.996094
-1.2426,0.0168,8.8681,-0.0048,0.0005,0.0352,28.63,Mov00,Mov00,0.996094
-1.2426,0.0108,8.8693,-0.0048,0.0005,0.0354,28.63,Mov00,Mov00,0.996094
-1.2498,0.012,8.8621,-0.0048,0.0005,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2498,0.0168,8.8645,-0.0051,0.0003,0.036,28.63,Mov00,Mov00,0.996094
-1.2498,0.018,8.8657,-0.0048,0.0008,0.036,28.6271,Mov00,Mov00,0.996094
-1.2486,0.0275,8.8585,-0.0045,0.0005,0.036,28.63,Mov00,Mov00,0.996094
-1.245,0.0227,8.8609,-0.0043,0.0003,0.036,28.6329,Mov00,Mov00,0.996094
-1.245,0.0215,8.8729,-0.0043,0.0,0.036,28.6359,Mov00,Mov00,0.996094
-1.2414,0.018,8.8681,-0.0045,0.0,0.036,28.6329,Mov00,Mov00,0.996094
-1.2426,0.0192,8.8801,-0.0045,0.0005,0.0357,28.6359,Mov00,Mov00,0.996094
-1.2402,0.0215,8.8729,-0.0051,0.0,0.036,28.6329,Mov00,Mov00,0.996094
-1.2366,0.0215,8.8789,-0.0053,0.0,0.036,28.6388,Mov00,Mov00,0.996094
-1.239,0.018,8.8777,-0.0048,0.0,0.036,28.6447,Mov00,Mov00,0.996094
-1.2306,0.0192,8.8777,-0.0043,-0.0003,0.0362,28.6359,Mov00,Mov00,0.996094
-1.2282,0.018,8.8837,-0.0043,-0.0003,0.0357,28.6329,Mov00,Mov00,0.996094
-1.233,0.0215,8.8777,-0.0043,0.0005,0.036,28.6329,Mov00,Mov00,0.996094
-1.2342,0.0168,8.8681,-0.0048,0.0,0.0362,28.63,Mov00,Mov00,0.996094
-1.2378,0.0192,8.8741,-0.0051,0.0,0.036,28.6271,Mov00,Mov00,0.996094
-1.233,0.0204,8.8693,-0.0048,0.0003,0.036,28.63,Mov00,Mov00,0.996094
-1.2342,0.0144,8.8801,-0.0043,0.0003,0.036,28.6271,Mov00,Mov00,0.996094
-1.2282,0.012,8.8717,-0.0043,0.0,0.0357,28.63,Mov00,Mov00,0.996094
-1.2258,0.018,8.8669,-0.004,0.0,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2366,0.0168,8.8669,-0.0048,0.0,0.0357,28.6241,Mov00,Mov00,0.996094
-1.2378,0.0144,8.8681,-0.0048,0.0,0.0362,28.63,Mov00,Mov00,0.996094
-1.2318,0.0096,8.8633,-0.0051,0.0,0.0362,28.63,Mov00,Mov00,0.996094
-1.2366,0.0096,8.8669,-0.0051,0.0003,0.0362,28.63,Mov00,Mov00,0.996094
-1.233,0.0132,8.8705,-0.0045,0.0,0.036,28.6329,Mov00,Mov00,0.996094
-1.233,0.0084,8.8657,-0.0045,0.0003,0.0362,28.6359,Mov00,Mov00,0.996094
-1.2306,0.0096,8.8693,-0.0045,-0.0003,0.0362,28.6329,Mov00,Mov00,0.996094
-1.2354,0.0132,8.8705,-0.0048,0.0005,0.0365,28.6329,Mov00,Mov00,0.996094
-1.2378,0.0144,8.8657,-0.0048,0.0003,0.036,28.6271,Mov00,Mov00,0.996094
-1.2318,0.0144,8.8645,-0.0048,0.0003,0.036,28.6241,Mov00,Mov00,0.996094
-1.2294,0.0132,8.8681,-0.0045,0.0003,0.036,28.6271,Mov00,Mov00,0.996094
-1.2366,0.0168,8.8681,-0.0048,0.0005,0.0362,28.63,Mov00,Mov00,0.996094
-1.2414,0.018,8.8609,-0.0048,0.0003,0.0357,28.6329,Mov00,Mov00,0.996094
-1.245,0.0132,8.8777,-0.0045,0.0008,0.0357,28.6388,Mov00,Mov00,0.996094
-1.2414,0.0156,8.8693,-0.0045,0.0008,0.0354,28.6359,Mov00,Mov00,0.996094
-1.2426,0.0168,8.8741,-0.0043,0.0005,0.0357,28.6359,Mov00,Mov00,0.996094
-1.2414,0.0096,8.8681,-0.0043,0.0005,0.0354,28.6418,Mov00,Mov00,0.996094
-1.2462,0.0144,8.8705,-0.0045,0.0005,0.0357,28.6476,Mov00,Mov00,0.996094
-1.2474,0.0096,8.8705,-0.0043,0.0008,0.0354,28.6418,Mov00,Mov00,0.996094
-1.239,0.0084,8.8693,-0.0045,0.0003,0.0357,28.6418,Mov00,Mov00,0.996094
-1.2366,0.0144,8.8609,-0.0045,0.0005,0.0357,28.6388,Mov00,Mov00,0.996094
-1.2402,0.0156,8.8741,-0.0043,0.0005,0.0354,28.6329,Mov00,Mov00,0.996094
-1.2378,0.0168,8.8765,-0.0045,0.0005,0.0352,28.63,Mov00,Mov00,0.996094
-1.2414,0.0168,8.8837,-0.0045,0.0,0.0354,28.63,Mov00,Mov00,0.996094
-1.2402,0.0263,8.8729,-0.0048,0.0,0.0352,28.6271,Mov00,Mov00,0.996094
-1.2354,0.0192,8.8669,-0.0048,0.0,0.0352,28.6182,Mov00,Mov00,0.996094
-1.2414,0.018,8.8705,-0.0048,0.0,0.0352,28.6241,Mov00,Mov00,0.996094
-1.239,0.0168,8.8765,-0.0045,0.0003,0.0354,28.6271,Mov00,Mov00,0.996094
-1.2462,0.012,8.8705,-0.0043,0.0,0.0357,28.6359,Mov00,Mov00,0.996094
-1.2426,0.018,8.8705,-0.0043,0.0,0.036,28.6359,Mov00,Mov00,0.996094
-1.2414,0.0132,8.8681,-0.0043,0.0,0.0357,28.6447,Mov00,Mov00,0.996094
-1.2426,0.012,8.8573,-0.0043,0.0005,0.036,28.6359,Mov00,Mov00,0.996094
-1.2366,0.0132,8.8466,-0.0043,0.0003,0.0354,28.6329,Mov00,Mov00,0.996094
-1.239,0.0156,8.8442,-0.0043,0.0003,0.0357,28.6359,Mov00,Mov00,0.996094
-1.2438,0.0204,8.8562,-0.0045,0.0003,0.0362,28.6359,Mov00,Mov00,0.996094
-1.2522,0.0239,8.8562,-0.0045,0.0003,0.036,28.6359,Mov00,Mov00,0.996094
-1.2426,0.0239,8.8538,-0.0045,0.0008,0.036,28.6388,Mov00,Mov00,0.996094
-1.2438,0.0132,8.8657,-0.0048,0.0008,0.0357,28.6329,Mov00,Mov00,0.996094
-1.2438,0.012,8.8705,-0.0048,0.0005,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2402,0.0192,8.8741,-0.0048,0.0005,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2366,0.0144,8.8753,-0.0048,0.0003,0.0354,28.6241,Mov00,Mov00,0.996094
-1.2402,0.0108,8.8717,-0.0048,0.0003,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2366,0.0144,8.8741,-0.0048,0.0011,0.0357,28.6241,Mov00,Mov00,0.996094
-1.2342,0.0168,8.8693,-0.0045,0.0008,0.0354,28.6212,Mov00,Mov00,0.996094
-1.227,0.018,8.8657,-0.0045,0.0005,0.0352,28.6212,Mov00,Mov00,0.996094
-1.2282,0.0156,8.8717,-0.0045,0.0005,0.0354,28.6271,Mov00,Mov00,0.996094
-1.2306,0.0156,8.8765,-0.0045,0.0005,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2294,0.0227,8.8777,-0.0048,0.0003,0.0354,28.6271,Mov00,Mov00,0.996094
-1.2282,0.0168,8.8813,-0.0048,0.0,0.0357,28.6271,Mov00,Mov00,0.996094
-1.2318,0.0204,8.8825,-0.0045,0.0,0.0357,28.6212,Mov00,Mov00,0.996094
-1.2306,0.0204,8.8861,-0.0045,0.0,0.036,28.6271,Mov00,Mov00,0.996094
-1.227,0.0251,8.8837,-0.0043,0.0,0.036,28.6271,Mov00,Mov00,0.996094
-1.2342,0.0204,8.8777,-0.0045,0.0003,0.0362,28.63,Mov00,Mov00,0.996094
-1.2306,0.0275,8.8801,-0.0045,0.0,0.0362,28.6241,Mov00,Mov00,0.996094
-1.2426,0.0299,8.8777,-0.0048,0.0003,0.0362,28.6271,Mov00,Mov00,0.996094
-1.2414,0.0275,8.8777,-0.0045,0.0003,0.0362,28.63,Mov00,Mov00,0.996094
-1.2378,0.0239,8.8765,-0.0045,0.0003,0.0362,28.6329,Mov00,Mov00,0.996094
-1.2438,0.0215,8.8717,-0.0045,0.0008,0.036,28.6329,Mov00,Mov00,0.996094
-1.2486,0.0227,8.8657,-0.0045,0.0011,0.036,28.6329,Mov00,Mov00,0.996094
-1.251,0.0227,8.8597,-0.0045,0.0005,0.036,28.63,Mov00,Mov00,0.996094
-1.2462,0.0239,8.8609,-0.0048,0.0003,0.036,28.6241,Mov00,Mov00,0.996094
-1.2486,0.0275,8.8717,-0.004,0.0003,0.036,28.63,Mov00,Mov00,0.996094
-1.2414,0.0299,8.8717,-0.0043,0.0003,0.036,28.6329,Mov00,Mov00,0.996094
-1.239,0.0275,8.8753,-0.0043,0.0003,0.036,28.6329,Mov00,Mov00,0.996094
-1.2366,0.0204,8.8729,-0.0043,0.0,0.036,28.63,Mov00,Mov00,0.996094
-1.2342,0.0168,8.8597,-0.0043,0.0,0.036,28.6329,Mov00,Mov00,0.996094
-1.2342,0.0239,8.8609,-0.0045,0.0005,0.0362,28.6388,Mov00,Mov00,0.996094
-1.2354,0.0227,8.8669,-0.0045,0.0003,0.0362,28.6388,Mov00,Mov00,0.996094
-1.2378,0.0227,8.8633,-0.0048,0.0003,0.036,28.6418,Mov00,Mov00,0.996094
-1.2378,0.0204,8.8705,-0.0048,0.0,0.0362,28.6418,Mov00,Mov00,0.996094
-1.2342,0.0215,8.8657,-0.0048,0.0,0.0357,28.6388,Mov00,Mov00,0.996094
-1.2282,0.0227,8.8657,-0.0048,0.0,0.0354,28.6388,Mov00,Mov00,0.996094
-1.2354,0.0204,8.8657,-0.0048,0.0003,0.0357,28.6388,Mov00,Mov00,0.996094
-1.2402,0.0192,8.8729,-0.0048,0.0,0.0352,28.6359,Mov00,Mov00,0.996094
-1.2426,0.0072,8.8621,-0.0045,0.0003,0.0357,28.6388,Mov00,Mov00,0.996094
-1.2438,0.0072,8.8645,-0.0051,0.0003,0.036,28.6359,Mov00,Mov00,0.996094
-1.2426,0.0024,8.8705,-0.0048,0.0003,0.036,28.6388,Mov00,Mov00,0.996094
-1.2474,0.0072,8.8813,-0.0045,0.0,0.0357,28.6476,Mov00,Mov00,0.996094
-1.2402,0.0084,8.8825,-0.0045,-0.0003,0.036,28.6476,Mov00,Mov00,0.996094
-1.2426,0.0144,8.8753,-0.0045,-0.0003,0.036,28.6476,Mov00,Mov00,0.996094
-1.239,0.0132,8.8693,-0.0043,0.0003,0.0362,28.6535,Mov00,Mov00,0.996094
-1.2414,0.0192,8.8645,-0.0043,0.0003,0.036,28.6476,Mov00,Mov00,0.996094
-1.2354,0.0132,8.8729,-0.004,0.0003,0.0354,28.6447,Mov00,Mov00,0.996094
-1.2366,0.0072,8.8801,-0.004,0.0,0.0354,28.6476,Mov00,Mov00,0.996094
-1.239,0.0108,8.8873,-0.0045,-0.0003,0.0357,28.6476,Mov00,Mov00,0.996094
-1.2354,0.012,8.8801,-0.0045,0.0003,0.036,28.6476,Mov00,Mov00,0.996094
-1.239,0.012,8.8693,-0.0048,0.0003,0.0357,28.6447,Mov00,Mov00,0.996094
-1.2354,0.0156,8.8633,-0.0048,0.0003,0.0357,28.6506,Mov00,Mov00,0.996094
-1.2366,0.0144,8.8645,-0.0045,0.0003,0.036,28.6418,Mov00,Mov00,0.996094
-1.2366,0.0156,8.8693,-0.0045,0.0003,0.0362,28.6418,Mov00,Mov00,0.996094
-1.2354,0.0239,8.8693,-0.0045,0.0,0.0357,28.6476,Mov00,Mov00,0.996094
-1.2318,0.018,8.8681,-0.0043,0.0,0.0357,28.6476,Mov00,Mov00,0.996094
-1.2318,0.0204,8.8669,-0.0045,0.0003,0.0357,28.6506,Mov00,Mov00,0.996094
-1.2426,0.018,8.8729,-0.0045,0.0,0.0357,28.6506,Mov00,Mov00,0.996094
-1.2354,0.0144,8.8717,-0.0045,0.0003,0.0362,28.6506,Mov00,Mov00,0.996094
-1.239,0.0084,8.8741,-0.0043,0.0,0.0362,28.6506,Mov00,Mov00,0.996094
-1.2306,0.0096,8.8669,-0.0043,0.0,0.0357,28.6476,Mov00,Mov00,0.996094
-1.2366,0.0084,8.8633,-0.0043,0.0003,0.036,28.6476,Mov00,Mov00,0.996094
-1.233,0.0132,8.8657,-0.0043,0.0,0.036,28.6476,Mov00,Mov00,0.996094
-1.2366,0.0156,8.8657,-0.0043,0.0003,0.0357,28.6447,Mov00,Mov00,0.996094
-1.2438,0.0168,8.8705,-0.0043,0.0005,0.0357,28.6506,Mov00,Mov00,0.996094
-1.2354,0.0215,8.8597,-0.0045,0.0005,0.0357,28.6506,Mov00,Mov00,0.996094
-1.233,0.0215,8.8669,-0.0045,0.0005,0.0357,28.6388,Mov00,Mov00,0.996094
-1.2282,0.0215,8.8681,-0.0045,0.0003,0.0362,28.6388,Mov00,Mov00,0.996094
-1.2258,0.0215,8.8753,-0.0045,0.0005,0.036,28.6447,Mov00,Mov00,0.996094
-1.2366,0.0215,8.8741,-0.0045,0.0003,0.036,28.6447,Mov00,Mov00,0.996094
-1.2378,0.0156,8.8729,-0.0045,0.0005,0.036,28.6388,Mov00,Mov00,0.996094
-1.2342,0.0204,8.8789,-0.0045,0.0005,0.036,28.6388,Mov00,Mov00,0.996094
-1.2342,0.0132,8.8705,-0.0048,0.0005,0.0357,28.6359,Mov00,Mov00,0.996094
-1.245,0.0132,8.8705,-0.0048,0.0,0.0354,28.6447,Mov00,Mov00,0.996094
-1.2426,0.0204,8.8597,-0.0045,0.0003,0.0357,28.6447,Mov00,Mov00,0.996094
-1.2438,0.0263,8.8741,-0.0045,0.0,0.0357,28.6476,Mov00,Mov00,0.996094
-1.2426,0.0227,8.8705,-0.0045,0.0003,0.0357,28.6476,Mov00,Mov00,0.996094
-1.2426,0.0239,8.8693,-0.0045,0.0003,0.0357,28.6447,Mov00,Mov00,0.996094
-1.2414,0.0263,8.8693,-0.0043,0.0005,0.0357,28.6506,Mov00,Mov00,0.996094
-1.2402,0.0251,8.8693,-0.0045,0.0008,0.0354,28.6476,Mov00,Mov00,0.996094
-1.2426,0.0215,8.8562,-0.0043,0.0,0.0352,28.6535,Mov00,Mov00,0.996094
-1.2402,0.0239,8.8621,-0.0045,0.0003,0.0352,28.6535,Mov00,Mov00,0.996094
-1.2306,0.0204,8.8669,-0.0048,0.0005,0.0352,28.6535,Mov00,Mov00,0.996094
-1.2342,0.0168,8.8729,-0.0048,0.0003,0.0357,28.6535,Mov00,Mov00,0.996094
-1.233,0.0192,8.8789,-0.0048,0.0008,0.0354,28.6535,Mov00,Mov00,0.996094
-1.2354,0.0215,8.8693,-0.0045,0.0005,0.0354,28.6565,Mov00,Mov00,0.996094
-1.2354,0.0204,8.8693,-0.0043,0.0003,0.0352,28.6594,Mov00,Mov00,0.996094
-1.2378,0.0096,8.8741,-0.0043,0.0003,0.036,28.6506,Mov00,Mov00,0.996094
-1.2438,0.012,8.8789,-0.0045,0.0003,0.036,28.6535,Mov00,Mov00,0.996094
-1.2522,0.0156,8.8801,-0.0045,0.0,0.0362,28.6535,Mov00,Mov00,0.996094
-1.2486,0.0192,8.8777,-0.0045,-0.0003,0.036,28.6594,Mov00,Mov00,0.996094
-1.239,0.018,8.8753,-0.0045,0.0003,0.0362,28.6565,Mov00,Mov00,0.996094
-1.239,0.0215,8.8801,-0.0051,0.0003,0.0362,28.6506,Mov00,Mov00,0.996094
-1.2438,0.0144,8.8753,-0.0051,0.0003,0.036,28.6535,Mov00,Mov00,0.996094
-1.2414,0.012,8.8693,-0.0048,0.0003,0.0362,28.6535,Mov00,Mov00,0.996094
-1.2366,0.0096,8.8681,-0.0048,0.0003,0.0357,28.6624,Mov00,Mov00,0.996094
-1.2306,0.0192,8.8705,-0.0048,0.0005,0.0357,28.6594,Mov00,Mov00,0.996094
-1.2294,0.0227,8.8669,-0.0048,0.0003,0.0357,28.6506,Mov00,Mov00,0.996094
-1.2342,0.012,8.8729,-0.0048,0.0003,0.036,28.6565,Mov00,Mov00,0.996094
-1.2354,0.0144,8.8717,-0.0048,0.0003,0.036,28.6624,Mov00,Mov00,0.996094
-1.2378,0.0168,8.8681,-0.0045,0.0003,0.0362,28.6624,Mov00,Mov00,0.996094
